Time,x,y,timestamp.secs,timestamp.nsecs
1685445073.856818,3.598668242452547,1.0289232728442732,1685445073,855804681
1685445073.9103377,5.87042769408517,1.2658060209631008,1685445073,907690286
1685445073.9571328,2.501163533146262,0.4435458605770547,1685445073,954609394
1685445074.0075853,5.217357375639448,-2.0952302544679893,1685445074,5305528
1685445074.056561,3.338956064804524,-0.0864052597827496,1685445074,55101633
1685445074.1159058,4.164630532842206,-1.5801546759287868,1685445074,113502502
1685445074.1582522,3.176567454640441,-0.015420439253605478,1685445074,155891656
1685445074.205247,4.779663960356827,3.3648011754835316,1685445074,203791141
1685445074.2562797,-0.06870397395383154,-0.21836611339501055,1685445074,254874706
1685445074.3277247,8.459888555750247,1.925541438947545,1685445074,318813085
1685445074.362537,3.7021165817934816,1.887227222024492,1685445074,360923767
1685445074.4117308,3.6749007449545137,-0.5136850005660276,1685445074,410197973
1685445074.4559507,4.076122710025187,3.5275561572849248,1685445074,454307317
1685445074.5162668,4.301522387867231,-1.6187949619385957,1685445074,513310194
1685445074.5702336,6.624631154077444,-0.35178796087009756,1685445074,568844318
1685445074.6148477,7.4304514093018685,1.8710371909593717,1685445074,612683057
1685445074.6622498,4.45982904658677,0.7086008649421479,1685445074,660599231
1685445074.7144835,5.894538704364153,2.5911747958253764,1685445074,712475299
1685445074.7702951,3.768704864049459,-1.0663935146872967,1685445074,768765687
1685445074.8133957,6.159213430432569,3.5597880598279397,1685445074,811508655
1685445074.8780556,2.931676608832781,-0.24210746526255522,1685445074,874916315
1685445074.9127088,3.065014078484574,3.5384131935833043,1685445074,910912036
1685445074.9940066,12.296110096466496,4.0649180701436665,1685445074,991079330
1685445075.0132966,6.561449745140028,2.6360122382073135,1685445075,11197328
1685445075.0735867,2.6660802375090205,1.4937678642793604,1685445075,69348812
1685445075.119864,3.2624717793323645,-0.2613469663614756,1685445075,118106126
1685445075.1642392,7.283884203181015,-1.7882742044758682,1685445075,158674240
1685445075.217139,3.4878114237010225,1.557980653577832,1685445075,215180397
1685445075.2745237,2.555719979113339,2.7078627068515293,1685445075,269585847
1685445075.3099961,1.7219497642948967,2.520974757516599,1685445075,307862758
1685445075.3705003,1.755143346061248,-0.005554603256607837,1685445075,368553400
1685445075.423318,2.7426919062695596,-1.9937079944211689,1685445075,417271614
1685445075.4617188,6.8807263687546465,3.3690673705078344,1685445075,458873033
1685445075.510228,6.181451479836843,5.025117240019963,1685445075,506105661
1685445075.5721812,2.2380981815114733,0.016325448012823873,1685445075,568906784
1685445075.6295705,5.628746250664232,0.2924608292290425,1685445075,625847339
