Time,x,y
1681569666.6846786,2.340867996,2.340867996
1681569666.6846805,2.36927843,2.36927843
1681569666.6846826,2.385991096,2.385991096
1681569666.6846845,2.41731739,2.41731739
1681569666.6846867,2.430587768,2.430587768
1681569666.6846886,2.454678536,2.454678536
1681569666.6846905,2.507392884,2.507392884
1681569666.709983,2.549405574,2.549405574
1681569666.757007,2.615330696,2.615330696
1681569666.769939,2.689602374,2.689602374
1681569666.871981,2.726539612,2.726539612
1681569666.8733642,2.7486538879999998,2.7486538879999998
1681569666.8734052,2.787359238,2.787359238
1681569666.8734083,2.8157205579999998,2.8157205579999998
1681569666.8734188,2.8707485200000002,2.8707485200000002
1681569666.8734224,2.888401032,2.888401032
1681569666.8874807,2.929348946,2.929348946
1681569666.9206545,2.951874256,2.951874256
1681569666.920685,2.983398438,2.983398438
1681569666.9349973,3.030798912,3.030798912
1681569666.958258,3.06298542,3.06298542
1681569666.9582598,3.0893569000000003,3.0893569000000003
1681569666.9941618,3.15691948,3.15691948
1681569667.0023208,3.1864142419999997,3.1864142419999997
1681569667.01671,3.2000999439999998,3.2000999439999998
1681569667.0808668,3.223501206,3.223501206
1681569667.0809345,3.2441844939999998,3.2441844939999998
1681569667.0809476,3.287682534,3.287682534
1681569667.110115,3.350013732,3.350013732
1681569667.110266,3.389008522,3.389008522
1681569667.1126077,3.397414684,3.397414684
1681569667.2312422,3.4194025999999997,3.4194025999999997
1681569667.2312822,3.4595685,3.4595685
1681569667.231294,3.49953413,3.49953413
1681569667.231304,3.555541992,3.555541992
1681569667.2314062,3.5878710739999997,3.5878710739999997
1681569667.251888,3.6484065059999997,3.6484065059999997
1681569667.252025,3.6703515060000003,3.6703515060000003
1681569667.3417966,3.713566304,3.713566304
1681569667.341862,3.751225472,3.751225472
1681569667.3457289,3.783833026,3.783833026
1681569667.3458672,3.8336958880000003,3.8336958880000003
1681569667.3460193,3.8556618680000003,3.8556618680000003
1681569667.363661,3.8849110600000003,3.8849110600000003
1681569667.3789327,3.9004683499999997,3.9004683499999997
1681569667.3802803,3.934283256,3.934283256
1681569667.3920581,3.9613537780000003,3.9613537780000003
1681569667.4227798,3.985922336,3.985922336
1681569667.422826,4.023396968,4.023396968
1681569667.4541986,4.086680412,4.086680412
1681569667.488293,4.154644966,4.154644966
1681569667.5095751,4.177445412,4.177445412
1681569667.5238335,4.220313548,4.220313548
1681569667.5313442,4.247188568,4.247188568
1681569667.5517087,4.258597374,4.258597374
1681569667.5741396,4.30671072,4.30671072
1681569667.5864542,4.35135746,4.35135746
1681569667.5977829,4.373376846,4.373376846
1681569667.6070552,4.39453888,4.39453888
1681569667.6293554,4.436767102,4.436767102
1681569667.6367667,4.45716381,4.45716381
1681569667.6548085,4.489760398,4.489760398
1681569667.6940806,4.551674366,4.551674366
