,x,y,theta,v,w
Error_abs,1.066332717206154,1.4598908507991093,0.4720270538132043,0.9979017238296681,0.010521669701443189
RMSE,33.15891839498086,1.26070230893061,65.18970129435432,2.371751654217668,3.5711103453953243
