,Time,x,y,v_x,v_y,x_target,y_target,v_x_target,v_y_target,error_x,error_y,euclidean,error_v_x,error_v_y
0,2.1832523345947266,4.665604855873862,0.3366544199229914,0.4512678160633067,0.0089865810770182,4.855784832319367,1.1921522972887106,-0.10729370675598396,0.437020634908743,0.19017997644550544,0.8554978773657193,0.8763817898713233,-0.5585615228192906,0.42803405383172477
1,2.223439931869507,4.688168246677027,0.3371037489768423,0.4512678160633067,0.0089865810770182,4.844858948531424,1.2358054889619807,-0.11122249400657819,0.43603730536782814,0.15669070185439704,0.8987017399851385,0.9122591701374884,-0.5624903100698848,0.4270507242908099
2,2.2794840335845947,4.701701589019949,0.5941478345123811,0.4455426872256589,0.1315604841556824,4.839248788485797,1.2575947681396904,-0.1131835291325721,0.4355323909637217,0.13754719946584792,0.6634469336273093,0.677555212377838,-0.5587262163582309,0.3039719068080393
3,2.324859142303467,4.79500357595485,0.5131255292741995,0.4806184721335862,0.0882988623124636,4.833540633817568,1.2793585810663193,-0.11514227229596874,0.4350186570435812,0.038537057862717994,0.7662330517921198,0.7672015344662573,-0.595760744429555,0.34671979473111764
4,2.3856284618377686,4.855847562252981,0.5989340103199889,0.4987986868327859,0.1284952460553869,4.827734600116678,1.3010964870254003,-0.117098683832286,0.4344961140105009,-0.02811296213630321,0.7021624767054113,0.7027250403487516,-0.6158973706650719,0.30600086795511405
5,2.414975166320801,4.871446633687421,0.6317322879617033,0.5013391286669194,0.092307205272903,4.821830804955106,1.3228080458250795,-0.11905272412425716,0.43396477244595955,-0.04961582873231496,0.6910757578633762,0.6928545544104001,-0.6203918527911766,0.34165756717305656
6,2.4912261962890625,4.907718010316909,0.6213937224689567,0.5040779524034634,0.0886518472892542,4.815829367884506,1.3444928178070337,-0.12100435360263301,0.4334246431096055,-0.09188864243240324,0.7230990953380769,0.7289141405452464,-0.6250823060060964,0.3447727958203513
7,2.508057117462158,4.790250590234194,0.669988773778124,0.4671443586874683,0.1000842665198647,4.809730410433771,1.366150363855371,-0.12295353274698335,0.43287573693903936,0.01947982019957628,0.6961615900772469,0.69643407648814,-0.5900978914344517,0.3327914704191747
8,2.560837984085083,4.736070610905683,0.7265415333410103,0.4459946226793003,0.1141451067746233,4.8035340561065825,1.3877802454055241,-0.12490022208649715,0.4323180650495924,0.06746344520089931,0.6612387120645138,0.6646713103264739,-0.5708948447657974,0.3181729582749691
9,2.615137815475464,4.778498963088529,0.7805871860361918,0.4517532495605657,0.1279743101630805,4.798297468680996,1.405784088058827,-0.1265205679252944,0.43184677218128964,0.019798505592467208,0.6251969020226352,0.6255103093653976,-0.57827381748586,0.30387246201820917
