Time,data
1685537223.361311,1.916886806488037
1685537224.4760764,1.9406781196594238
1685537225.6013436,1.9406685829162598
1685537225.8033824,1.8985943794250488
1685537226.565272,1.90516996383667
1685537226.7442038,1.9498093128204346
1685537227.7355564,1.9047784805297852
1685537228.047741,1.9020628929138184
1685537228.7937365,2.2052197456359863
1685537229.0201998,1.8889966011047363
1685537229.8729103,1.9594073295593262
1685537230.1242237,1.921935796737671
1685537230.92058,1.9108262062072754
1685537230.9205828,1.9143705368041992
1685537231.8617897,1.8775088787078857
1685537232.2814856,1.937720775604248
1685537233.4680502,2.0132625102996826
1685537233.6235638,1.9567408561706543
1685537234.51679,1.9383163452148438
1685537235.0049548,1.9489874839782715
1685537235.7326837,1.9576592445373535
1685537235.823034,1.9693615436553955
1685537236.7921674,1.9433205127716064
1685537237.0680103,1.9714488983154297
1685537238.2507906,2.0604631900787354
1685537238.2507935,1.9062416553497314
1685537239.507969,1.9431025981903076
1685537239.5582182,1.9279837608337402
1685537240.4295673,2.502277135848999
1685537240.6826787,1.8616456985473633
1685537241.535454,1.9826974868774414
1685537241.5911398,1.911412239074707
1685537242.183817,1.9267773628234863
1685537242.8094902,2.094550609588623
1685537243.5786831,2.020509719848633
1685537243.9064615,1.974118947982788
1685537244.3495593,1.9171369075775146
1685537244.8266234,1.9837641716003418
1685537245.5192268,1.921522617340088
1685537245.974868,1.9295883178710938
1685537246.5981245,1.9497971534729004
1685537247.3196445,1.942591905593872
1685537247.9083326,1.9432268142700195
1685537248.4037192,1.95365309715271
1685537248.7712696,1.9375927448272705
1685537249.6879091,1.9618420600891113
1685537249.726468,1.9731135368347168
1685537250.8886952,1.8910393714904785
1685537250.913799,2.031284809112549
1685537251.8860173,1.9987103939056396
1685537251.8860419,1.9286565780639648
1685537252.8956192,1.8612349033355713
1685537253.249077,2.109314203262329
1685537253.763428,1.9972529411315918
1685537254.2585423,1.9827425479888916
1685537254.9968913,1.936514139175415
1685537254.9968934,2.1412441730499268
1685537256.0388117,1.8883757591247559
1685537256.2028518,1.969177484512329
1685537257.4866807,1.9413013458251953
1685537257.9159875,1.8940544128417969
1685537258.7350602,1.9244537353515625
1685537258.8187478,2.0040693283081055
1685537259.5626566,1.9515399932861328
1685537259.7380192,2.1420860290527344
1685537260.6546729,1.904623031616211
1685537260.858057,1.9334723949432373
1685537261.725051,1.9171874523162842
1685537261.9116654,1.9188752174377441
1685537262.846293,1.939852237701416
1685537262.9398587,1.9146556854248047
1685537263.831813,1.9192233085632324
1685537263.8581579,1.950256109237671
1685537264.7602708,1.8819615840911865
1685537264.9522655,1.8867976665496826
1685537265.937732,1.9207520484924316
1685537266.1269615,1.9151756763458252
1685537266.9162347,1.923128366470337
1685537267.3052185,1.9358046054840088
1685537268.0814624,1.9802320003509521
1685537268.3923852,1.930187463760376
1685537269.9429374,1.8804492950439453
1685537269.9441926,2.3179850578308105
1685537270.6264403,2.0445666313171387
1685537270.7900128,2.392906665802002
1685537271.753464,2.0585334300994873
1685537271.7872858,2.2336487770080566
1685537272.5901031,1.9316208362579346
1685537272.8802366,1.885573387145996
1685537273.8177404,1.9068429470062256
1685537274.121223,2.1689488887786865
1685537274.810664,1.9069533348083496
1685537275.1877308,1.931663990020752
1685537275.8999763,2.0351221561431885
1685537276.307792,1.9258270263671875
1685537277.1292217,1.9657151699066162
1685537277.6323464,2.113286256790161
1685537278.3793547,1.9921565055847168
1685537278.5225952,1.9688920974731445
1685537279.173581,1.9469959735870361
1685537279.9810548,1.9740848541259766
