Time,data
1685537224.409124,1.853504295681446
1685537225.2745266,1.773953999942462
1685537226.4878721,1.8680090027462188
1685537227.5915456,1.8090410386398639
1685537228.6602392,1.860399180343009
1685537229.8727622,1.8761516350450804
1685537230.9153452,1.8724229556894667
1685537232.2075179,1.9097382355814136
1685537233.327066,1.8708269676348794
1685537234.3801987,1.8770903614395282
1685537235.4731495,1.8891004860115648
1685537236.531225,1.8105687848951588
1685537237.5873091,1.8642762751793036
1685537238.7970774,1.8784384403914052
1685537239.9260538,1.8457733617231347
1685537240.9821563,1.8374994169354488
1685537242.2728536,1.845096867932582
1685537243.3971074,1.8787332435544588
1685537244.7385976,1.904657465566076
1685537245.854328,1.842928555386718
1685537246.7892685,1.847658816999925
1685537248.0186303,1.856999236871707
1685537249.1404896,1.8690658011403942
1685537250.1071444,1.8523871981078193
1685537251.240327,1.842852215503047
1685537252.1807117,1.8484628279326911
1685537253.4092402,1.893044963648809
1685537254.3861177,1.917892293728424
1685537255.5285945,1.7749569217636378
1685537256.8830903,1.8647062346391563
1685537258.1880565,1.8635625697822498
1685537259.0889125,1.8529283127646965
1685537260.5135727,1.8671118482854978
1685537261.0880256,1.8322769002461465
1685537262.1768687,1.8269625066339918
1685537263.2321687,1.8502073901946425
1685537264.4005013,1.8821584795219266
1685537265.2718313,1.8189966979686625
1685537266.6463077,1.8731375858087147
1685537267.6906202,1.885714743572013
1685537269.0482414,1.8684259614381602
1685537270.15909,1.8426988577175267
1685537271.1658158,1.926870178726937
1685537272.110617,1.8201869376675668
1685537273.4042587,1.8369254417506582
1685537274.5412486,1.8272131613368936
1685537275.6190615,1.8926674759148845
1685537276.8414164,1.8750440158538912
1685537277.9146314,1.88330743952392
1685537278.9128458,1.866292725806974
