Time,data
1685445251.1194184,1.9049660082785114
1685445252.045335,1.8731468194663885
1685445253.2166224,1.9098930312518456
1685445254.216169,1.890282546561949
1685445255.3076193,1.8599574342147873
1685445256.2827833,1.7902348531230856
1685445257.7122142,1.9292524429039324
1685445258.567479,1.9187482843699937
1685445259.0350287,1.8277510598196893
1685445261.0202832,1.9028368825032465
1685445261.8092084,1.8221731242881032
1685445262.9263673,1.885384797130521
1685445265.0089061,1.8546898980518525
1685445265.9643662,1.826785042515769
1685445266.9427788,1.803471194537787
1685445268.1865695,1.8712551912960058
1685445269.4378061,1.8985187786679407
1685445270.4119422,1.8355529880329513
1685445271.564655,1.8960474798986067
1685445272.6440885,1.835739352824136
1685445273.6420565,1.8167163961240096
1685445274.6376233,1.8874897877295402
1685445275.6864216,1.8590900271728803
1685445276.8273008,1.8866293896150341
1685445278.3230736,1.8666813556094453
1685445278.6681926,1.8662196756014735
1685445280.048658,1.9130611426178152
1685445281.1929345,1.8764314734559415
1685445282.047904,1.8778440414197684
1685445283.432492,1.8870921871772275
1685445283.8149428,1.8404741684916608
1685445285.2583632,1.8096621474126207
1685445286.3336937,1.846179249018883
1685445287.7762628,1.8416512814090138
1685445288.874078,1.8313373081453153
1685445289.851591,1.8848690800957684
1685445291.0600863,1.8034807958834946
1685445292.09654,1.8972722864468783
1685445293.0278833,1.8849843675090667
1685445294.2197483,1.8463766482952784
1685445295.2820547,1.8320379738712935
1685445296.4364758,1.8765536663465272
1685445297.5582201,1.840357332255925
1685445298.645117,1.8594459516634168
1685445299.7674658,1.8473876640996818
1685445300.900927,1.8707299049805104
1685445301.9960926,1.8611370351269652
1685445303.1286714,1.8794756903397205
1685445303.9645374,1.8810168255739657
1685445305.0307562,1.845206227603558
