Time,data
1685445249.5414257,1.945138692855835
1685445249.739496,1.8619110584259033
1685445250.4487243,1.944345235824585
1685445251.000762,1.9534916877746582
1685445251.5590162,1.922715663909912
1685445251.9854245,1.881993055343628
1685445252.6874075,1.9271471500396729
1685445253.0818727,1.9192428588867188
1685445253.6957214,1.9070560932159424
1685445254.2161033,1.9220407009124756
1685445255.0184033,1.982990026473999
1685445255.4506104,1.95686674118042
1685445255.8605032,1.945478916168213
1685445256.0624788,1.8476738929748535
1685445257.0306275,1.9239943027496338
1685445258.8129826,2.681331157684326
1685445259.1293805,2.4991703033447266
1685445259.4907951,2.5458879470825195
1685445259.5026667,2.9648702144622803
1685445260.0304854,2.5975866317749023
1685445260.3356183,2.8464787006378174
1685445260.7731369,1.917344331741333
1685445261.0996892,1.9614684581756592
1685445262.1879885,1.9278371334075928
1685445262.2130048,2.0212838649749756
1685445263.3460538,1.9530837535858154
1685445263.3460572,2.11325740814209
1685445265.0089357,1.9061269760131836
1685445265.0089629,1.9492151737213135
1685445265.7606182,1.9003677368164062
1685445266.6902838,1.961080551147461
1685445267.131567,1.9829950332641602
1685445267.5885525,1.8977372646331787
1685445268.3903913,2.0075626373291016
1685445268.6441457,1.8909556865692139
1685445269.437767,1.9763734340667725
1685445269.8182821,1.9619505405426025
1685445270.3473601,1.941152572631836
1685445270.742489,1.999629259109497
1685445271.2714007,1.925102710723877
1685445271.8942518,1.9661614894866943
1685445272.5881305,1.9420509338378906
1685445273.0294297,1.983675241470337
1685445273.5386848,1.9053149223327637
1685445273.800865,1.9709148406982422
1685445274.5907853,1.9469351768493652
1685445274.7989893,1.9218814373016357
1685445275.5009944,1.916942834854126
1685445275.8682003,1.944352388381958
1685445276.668412,1.93635892868042
1685445276.9905622,1.9263207912445068
1685445277.854421,1.8695998191833496
1685445278.3230567,1.8617382049560547
1685445278.857774,1.9267864227294922
1685445279.0280545,1.9277536869049072
1685445279.5363142,1.9119691848754883
1685445280.2923553,2.0017430782318115
1685445280.9383478,1.9644854068756104
1685445281.214448,1.9342973232269287
1685445282.2770226,1.9752354621887207
1685445282.701963,2.228149175643921
1685445283.0033028,1.8779082298278809
1685445283.432505,1.9274444580078125
1685445284.1909163,1.9847044944763184
1685445284.4284213,2.01857852935791
1685445285.1709673,1.9029314517974854
1685445285.2956064,1.9347100257873535
1685445286.4325545,1.8902132511138916
1685445286.4474895,1.9673728942871094
1685445288.0155394,1.9292726516723633
1685445288.098263,1.9821624755859375
1685445288.958681,1.9500601291656494
1685445288.96805,1.9483187198638916
1685445289.8022676,1.9060149192810059
1685445290.0383093,1.9512453079223633
1685445291.1727118,1.8790862560272217
1685445291.2104125,1.9296257495880127
1685445292.198516,1.8980686664581299
1685445292.397413,1.9853451251983643
1685445293.3035457,1.960552453994751
1685445294.6616464,2.000530481338501
1685445294.6616585,1.9183881282806396
1685445295.8462842,1.9568102359771729
1685445295.86025,1.86832857131958
1685445296.7279906,1.9853425025939941
1685445296.9549308,1.9154446125030518
1685445297.6679335,1.8665966987609863
1685445297.8836384,1.9212121963500977
1685445298.4961507,1.9104833602905273
1685445298.7777932,1.9641156196594238
1685445299.6785588,1.9280388355255127
1685445299.9729276,1.908989667892456
1685445300.9008431,1.9050533771514893
1685445301.0410979,1.8806476593017578
1685445301.9958448,1.965683937072754
1685445302.3828862,1.9856934547424316
1685445302.959021,1.9547762870788574
1685445303.0927749,1.8953604698181152
1685445304.0668368,2.0233094692230225
1685445304.2629924,1.902892827987671
1685445305.0972068,1.9386322498321533
