Time,x,y,v_x,v_y,timestamp.secs,timestamp.nsecs
1685445248.3577535,5.961511118085637,-0.15348742879715027,1.7104504420262467,-0.8955198292645248,1685445246,400161266
1685445249.5414186,5.238620228125256,-0.3545829193100573,0.37348485645675045,-0.5344687063890982,1685445247,499519348
1685445250.3918593,5.337566010046978,1.4350224894699228,0.2526279242864712,0.5590539564536373,1685445248,447559595
1685445251.5026083,5.328803784139033,1.6849907811879223,0.1920746036160353,0.5189137152201131,1685445249,561933279
1685445252.6864686,6.095388377301952,1.9972116514361693,0.7703889990820617,0.42051919717091396,1685445250,649666547
1685445253.5125108,6.986331187368481,1.0737081141142708,1.231064999438241,-0.18196631827425377,1685445251,597346544
1685445254.7041993,7.110091353879939,1.513176157676548,1.1556037586398373,-0.09643835508702603,1685445252,688953399
1685445255.704201,7.272708410331005,1.669784785903535,1.086472002060854,-0.03431116772399617,1685445253,774246454
1685445256.8179414,7.451007225967362,1.8385314673254514,0.9887598980727099,0.01516259443722852,1685445254,822534561
1685445257.8629735,7.2310913362579745,2.129147827387006,0.8187073952418714,0.11407423351349433,1685445255,796876907
1685445258.7566752,7.365300792822688,2.440446896978489,0.8027934891188436,0.15899570025265966,1685445256,811433076
1685445259.3113134,7.226284624027629,2.361466025009409,0.7256284056247951,0.13201686267588122,1685445257,256460428
1685445260.9536822,7.47304867472523,2.5177365606254454,0.8151153081306388,0.1351342628690711,1685445258,964597702
1685445262.1976743,8.123485057146956,2.6914912275027394,0.8757891952459544,0.14522354654485078,1685445260,73589086
1685445263.2590997,7.914188038152464,2.9538109534073325,0.7467683738034664,0.16625564715718788,1685445261,97298622
1685445265.0089157,8.246393603216656,3.0707030988156276,0.7904345021339148,0.1674846043306382,1685445262,840232372
1685445265.6973538,8.367227488170645,3.1777078669739693,0.7563334176700449,0.18319838143271452,1685445263,766775369
1685445266.9482129,7.769112361205582,3.4824377172107353,0.541077533356798,0.2355717030528471,1685445264,908397197
