,x,y,v_x,v_y
Error_abs,0.5812005033513037,0.9433516830827197,0.26263852668497567,0.32088186350152026
RMSE,32.163460060660675,4.978598764069636,3.4154917702947136,0.3133494241930248
Error_obs,0.7162213598328113,0.6558280738372323,0.28599850161040885,0.314901038192959
Error_corr,2.4146997554629293,2.1764217298279966,0.2908625144282153,0.33254032982606
