,Time,x,y,v_x,v_y,x_target,y_target,error_x,error_y,euclidean
0,0.33112001419067383,-0.0991182120952252,4.24911442891296,-0.1541977914425634,1.8216358218554023,0.36666666666666664,3.989204942412238,0.46578487876189184,-0.2599094865007219,0.533393376839551
1,0.37460803985595703,-0.1068281016673534,4.34019622000573,-0.1541977914425634,1.8216358218554023,0.38333333333333325,3.988205883811358,0.49016143500068665,-0.3519903361943717,0.603452922054537
2,0.41373491287231445,0.5030144787032916,4.338902423279752,0.2295818269394561,1.764228768096587,0.4166666666666666,3.9860748608229777,-0.08634781203662506,-0.35282756245677405,0.36323991172873765
3,0.4533395767211914,0.5144935700502644,4.427113861684581,0.2295818269394561,1.764228768096587,0.43333333333333324,3.984942896435477,-0.08116023671693118,-0.4421709652491037,0.44955772324949816
4,0.5531296730041504,0.5259726613972372,4.51532530008941,0.2295818269394561,1.764228768096587,0.4624999999999999,3.9828623643140086,-0.06347266139723728,-0.5324629357754014,0.5362327449153097
5,0.5531327724456787,0.1576837712570695,4.417381900559062,-0.016794357715989,1.6434599804120074,0.47499999999999987,3.98191379658004,0.31731622874293036,-0.4354681039790216,0.538815421648935
6,0.667518138885498,0.15684405337127,4.499554899579662,-0.016794357715989,1.6434599804120074,0.4874999999999999,3.9809652288460717,0.3306559466287299,-0.5185896707335904,0.6150354474601567
7,0.6791741847991943,0.1560043354854706,4.581727898600263,-0.016794357715989,1.6434599804120074,0.5055555555555554,3.979550853413735,0.3495512200700848,-0.6021770451865285,0.6962781406895259
8,0.7547783851623535,0.4082629212997193,4.706497239716725,0.1523376287103209,1.6719248252878778,0.511111111111111,3.9790850457153666,0.10284818981139165,-0.7274121940013587,0.7346470241751138
9,1.0509545803070068,0.4158798027352353,4.79009348098112,0.1523376287103209,1.6719248252878778,0.5166666666666666,3.978619238016998,0.10078686393143133,-0.8114742429641226,0.8177092630851927
10,1.0509655475616455,0.4234966841707513,4.873689722245514,0.1523376287103209,1.6719248252878778,0.5222222222222221,3.9781534303186294,0.09872553805147083,-0.8955362919268843,0.9009616984210296
11,1.0509679317474365,0.4893765565982844,4.872697314549325,0.1914477912560699,1.6151430543206615,0.5277777777777777,3.977687622620261,0.038401221179493294,-0.8950096919290638,0.8958331331420121
12,1.0509700775146484,0.4989489461610879,4.953454467265358,0.1914477912560699,1.6151430543206615,0.5333333333333332,3.9772218149218928,0.03438438717224529,-0.976232652343465,0.9768379996615445
13,1.0509722232818604,0.5085213357238915,5.034211619981391,0.1914477912560699,1.6151430543206615,0.5388888888888888,3.976756007223524,0.030367553164997285,-1.0574556127578667,1.0578915640264572
14,1.0509746074676514,1.2471266247472572,4.196435165698603,0.6704845341967662,1.0115881973260537,0.5444444444444444,3.9762901995251556,-0.7026821803028128,-0.2201449661734478,0.736360002068705
15,1.0595178604125977,1.2806508514570956,4.247014575564906,0.6704845341967662,1.0115881973260537,0.6125,3.9699878012763867,-0.6681508514570955,-0.2770267742885193,0.7233044960288467
16,1.1051914691925049,1.314175078166934,4.297593985431209,0.6704845341967662,1.0115881973260537,0.625,3.9687410591373085,-0.6891750781669339,-0.32885292629390017,0.7636141273565208
17,1.1508350372314453,1.3476993048767725,4.348173395297511,0.6704845341967662,1.0115881973260537,0.6375,3.96749431699823,-0.7101993048767725,-0.38067907829928105,0.8057912963678877
18,1.2082574367523193,1.3812235315866106,4.398752805163814,0.6704845341967662,1.0115881973260537,0.675,3.9635557798548504,-0.7062235315866106,-0.4351970253089634,0.829546941049411
19,1.2980096340179443,1.5953432653502029,4.967888523656185,0.7829057222457552,1.334390891795573,0.7166666666666668,3.958937427148422,-0.8786765986835361,-1.0089510965077633,1.3379293255692866
20,1.3220551013946533,0.9144541468267332,4.254651510631313,0.339929972431067,0.8545501526478214,0.7333333333333334,3.9570108694462958,-0.1811208134933998,-0.29764064118501743,0.34841742259183767
21,1.3573925495147705,0.8633307007876964,4.430125730383203,0.2984147100945566,0.9354517829325936,0.7750000000000001,3.9519967226233383,-0.08833070078769623,-0.4781290077598648,0.48621976591154575
22,1.6113600730895996,0.8782514362924242,4.476898319529833,0.2984147100945566,0.9354517829325936,0.8562500000000002,3.9414685305775228,-0.022001436292424015,-0.5354297889523103,0.5358816306764443
23,1.611363410949707,0.7411825622756765,4.723212333373795,0.2064834656518865,1.056144845754741,0.8625000000000003,3.9405979935168034,0.1213174377243238,-0.782614339856992,0.7919615682883802
24,1.6113665103912354,0.6333448117585992,4.161773440846208,0.1362748457714091,0.691176402405637,0.8687500000000002,3.939727456456084,0.235405188241401,-0.22204598439012369,0.3236047308596531
25,1.6113688945770264,0.6401585540471697,4.196332260966489,0.1362748457714091,0.691176402405637,0.8750000000000002,3.938856919395364,0.23484144595283052,-0.25747534157112506,0.34848824406912743
26,1.6724364757537842,0.6469722963357402,4.230891081086771,0.1362748457714091,0.691176402405637,0.8812500000000002,3.9379863823346444,0.23427770366426004,-0.29290469875212644,0.37507226635046315
27,1.6725151538848877,0.6537860386243106,4.265449901207052,0.1362748457714091,0.691176402405637,0.8875000000000002,3.937115845273925,0.23371396137568956,-0.32833405593312737,0.4030204312778886
28,1.735299825668335,0.6605997809128811,4.300008721327334,0.1362748457714091,0.691176402405637,0.8937500000000003,3.9362453082132056,0.2331502190871192,-0.3637634131141283,0.4320681027116115
29,1.7634913921356201,0.5132942304844574,4.6673243840600565,0.0849459396284638,0.9706090057969798,0.9100000000000003,3.9339032050158047,0.3967057695155428,-0.7334211790442517,0.8338357712628904
