Time,x,y
1681989221.4362764,7.925762788021451,-2.6379748224863464
1681989221.4748406,4.76137374554551,3.601055757167862
1681989221.539738,5.920819731327969,-0.5103763706651823
1681989221.5703,5.4607652882496325,-0.25346004248657295
1681989221.6155033,7.863254744303851,-1.9802942722792742
1681989221.6750998,3.9739753971424077,1.9850706130148263
1681989221.7248597,4.8610495189275165,0.9900492771203225
1681989221.7801263,6.1282774295191,4.368260416212965
1681989221.8222857,7.836659294049322,1.0353515923026293
1681989221.876217,6.206953335527265,2.400582739337729
1681989221.9387965,12.195754755313743,3.548740989878753
1681989221.966277,3.0144117742649366,-2.8006414859784257
1681989222.0244749,4.60975139365868,0.13818816075147422
1681989222.071062,5.474867758027108,-0.20301222085294812
1681989222.1180956,3.3085096396860387,4.414243364610433
1681989222.1766276,4.092124263537038,0.8611185817906295
1681989222.2268536,8.025525738234267,0.27956943820233326
1681989222.2653003,3.4034211619504804,-2.017995201546781
1681989222.315845,8.334953759669027,0.5434206159698076
1681989222.3655584,2.108925283576441,0.6857797200412423
1681989222.421066,6.52142238938213,0.0007363947750247402
1681989222.4671102,6.579099019893643,3.528128229365669
1681989222.5275786,4.964254565602254,1.07487464467657
1681989222.579362,0.5609489785991517,1.997361069530057
1681989222.6402419,4.617628554699555,0.4948329424463799
1681989222.678349,3.219218501864445,0.8508464756537105
1681989222.7248106,4.117514406732838,0.35696942525936903
1681989222.7814758,2.1697429496595304,3.093856287397662
1681989222.8269212,6.205945641471136,3.0886830267530736
1681989222.8674142,1.2203768295640414,4.530403900655298
1681989222.9160857,0.651647226369402,0.030600270052372647
1681989222.9647236,5.330428609112178,2.370768618877952
1681989223.0218084,3.856674440144533,2.4246216484549885
1681989223.0693474,3.7699537638309666,3.4189021402857165
1681989223.118161,4.136809595006804,2.9989703638355847
1681989223.1783507,4.348951968602062,3.17290513506783
1681989223.2148192,5.335993688200792,0.9557175874447824
1681989223.2690408,1.526901899712243,1.1778487242592948
1681989223.3199985,5.8792163159058415,1.0177291510073578
1681989223.365706,1.3932056030485187,0.5759914461561862
1681989223.415984,6.732553489185189,3.1278932656775584
1681989223.4806538,2.437735011997154,0.489902560912841
1681989223.5169172,3.979701011361273,2.2069090994580223
1681989223.571563,2.589259663647479,0.32831122468581553
