Time,x,y,v_x,v_y,x_target,y_target,error_x,error_y,euclidean
0 days 00:00:00.804046392,2.86163618812292,3.274095190389772,1.2008742712753526,2.179077160611972,3.7246308325,3.7246308325,0.8629946443770797,0.450535642110228,0.9735204779742426
0 days 00:00:00.822123766,2.601673037027005,3.207201290227582,0.9791261244370446,2.1220167721176058,3.762416601,3.762416601,1.160743563972995,0.555215310772418,1.286697191502664
0 days 00:00:00.836886644,2.650629343248857,3.3133021288334623,0.9791261244370446,2.1220167721176058,3.7989487646666666,3.7989487646666666,1.1483194214178098,0.48564663583320433,1.2467919427480443
0 days 00:00:00.847736359,2.941486134741476,3.2882722443472248,1.2205313814516283,2.1012424739950237,3.809500217333333,3.809500217333333,0.868014082591857,0.5212279729861082,1.012485578860751
0 days 00:00:00.896341562,3.002512703814057,3.393334368046976,1.2205313814516283,2.1012424739950237,3.9189949029999998,3.9189949029999998,0.9164821991859426,0.5256605349530239,1.0565314095812774
0 days 00:00:00.929102898,3.0010181011116552,3.3814303504796968,1.2193239018630853,2.091625297329245,3.9868688580000002,3.9868688580000002,0.985850756888345,0.6054385075203035,1.1569172404479653
0 days 00:00:00.961194038,3.0619842962048094,3.486011615346159,1.2193239018630853,2.091625297329245,4.018478869333333,4.018478869333333,0.9564945731285239,0.5324672539871744,1.0947160567895948
0 days 00:00:00.963269472,2.904899308906692,3.737333739076937,1.095734940272035,2.289356734502149,4.023760794666666,4.023760794666666,1.118861485759974,0.28642705558972903,1.1549421987661626
0 days 00:00:00.988892078,2.9596860559202938,3.851801575802044,1.095734940272035,2.289356734502149,4.072912930999999,4.072912930999999,1.1132268750797056,0.22111135519795555,1.1349732625913276
0 days 00:00:01.052343845,3.0144728029338954,3.966269412527151,1.095734940272035,2.289356734502149,4.221189022000001,4.221189022000001,1.2067162190661054,0.25491960947284964,1.2333483046775502
0 days 00:00:01.089635372,3.069259549947497,4.080737249252259,1.095734940272035,2.289356734502149,4.285932222666667,4.285932222666667,1.2166726727191701,0.2051949734144083,1.2338546793103913
0 days 00:00:01.089755058,2.9711758579025025,3.915350559604647,1.0205441379672855,2.162571561290827,4.297957737333333,4.297957737333333,1.3267818794308308,0.38260717772868613,1.380846989363962
0 days 00:00:01.117203474,3.2084709853743925,4.042338565209882,1.1930291892708689,2.254876586240627,4.3311085689999995,4.3311085689999995,1.122637583625607,0.2887700037901171,1.159182151026182
0 days 00:00:01.130132198,3.133574757723075,4.051850516281865,1.1385886290852716,2.261790631995075,4.37005186,4.37005186,1.2364771022769254,0.318201343718135,1.2767645513559533
0 days 00:00:01.139674902,3.0613089007258987,3.842402560504634,1.086060032377647,2.1095471292204726,4.396847088666667,4.396847088666667,1.3355381879407684,0.5544445281620329,1.446053590382089
0 days 00:00:01.152143478,3.115611902344781,3.9478799169656575,1.086060032377647,2.1095471292204726,4.405824343333333,4.405824343333333,1.2902124409885523,0.45794442636767574,1.3690731319118268
0 days 00:00:01.177644968,3.154559606270529,3.84875136655159,1.113728501134125,2.039126156388917,4.473601818,4.473601818,1.319042211729471,0.6248504514484097,1.4595583040767695
0 days 00:00:01.184383631,3.210246031327235,3.950707674371036,1.113728501134125,2.039126156388917,4.4853124620000004,4.4853124620000004,1.2750664306727653,0.5346047876289646,1.3826050345577352
0 days 00:00:01.198178768,3.060806381843552,4.015790589923361,1.0099225227028006,2.084335013284757,4.511687517,4.511687517,1.4508811351564486,0.49589692707663957,1.533287262921374
0 days 00:00:01.225307941,3.111302507978692,4.120007340587598,1.0099225227028006,2.084335013284757,4.540346383,4.540346383,1.4290438750213084,0.42033904241240183,1.4895809166715623
0 days 00:00:01.234077215,3.171732995460425,4.285981621738578,1.0509894399346755,2.197126624782307,4.5779137599999995,4.5779137599999995,1.4061807645395743,0.29193213826142106,1.4361645852446672
0 days 00:00:01.258846760,3.494358306232209,4.085214867488934,1.270236834527971,2.060690993973032,4.626897096,4.626897096,1.1325387897677914,0.5416822285110667,1.2554137752205083
0 days 00:00:01.279843330,3.36331593853605,4.17243790621381,1.1811840022192162,2.119965401003256,4.6972859693333335,4.6972859693333335,1.3339700307972837,0.5248480631195234,1.433506725629713
0 days 00:00:01.281104088,3.4223751386470105,4.278436176263973,1.1811840022192162,2.119965401003256,4.705931344666666,4.705931344666666,1.283556206019656,0.4274951684026931,1.35287421921597
0 days 00:00:01.299693346,3.203282512902634,4.08543730380678,1.035207603699561,1.9913746726574917,4.733689069,4.733689069,1.5304065560973665,0.64825176519322,1.662039282935854
0 days 00:00:01.329545021,2.961895020070891,3.920491987520795,0.8743766458727146,1.8814753862606677,4.767270882,4.767270882,1.8053758619291091,0.846778894479205,1.9940954086932998
0 days 00:00:01.329552412,2.907731629454687,3.794488713372605,0.8382888192427501,1.7975222906265955,4.77085177,4.77085177,1.863120140545313,0.9763630566273953,2.103449898726465
0 days 00:00:01.332887650,2.949646070416825,3.884364827903935,0.8382888192427501,1.7975222906265955,4.784536838,4.784536838,1.8348907675831754,0.9001720100960653,2.0438037520080945
0 days 00:00:01.338392973,3.0638478587878764,3.9461487206666175,0.9130342731153576,1.8379600558528173,4.802198250666667,4.802198250666667,1.7383503918787904,0.8560495300000492,1.93770041099197
0 days 00:00:01.344231367,3.208754970153871,3.768379220360902,1.00787646396817,1.721609321117515,4.809755483333333,4.809755483333333,1.6010005131794625,1.0413762629724315,1.9098866888596635
0 days 00:00:01.350001097,3.292740011780716,3.674220688133387,1.0628449556568662,1.6599822456775286,4.824506917333333,4.824506917333333,1.531766905552617,1.150286229199946,1.9155856185598363
0 days 00:00:01.356806755,3.1672727606038515,3.6444493523866135,0.9807262185588717,1.640496806486714,4.8317011186666665,4.8317011186666665,1.664428358062815,1.187251766280053,2.0444775654574405
0 days 00:00:01.366767883,3.175490491854351,3.6775467406919904,0.9861047512498482,1.6621591582429358,4.848634242,4.848634242,1.6731437501456492,1.1710875013080098,2.0422673537936418
0 days 00:00:01.379416704,3.2272125903018773,3.820829340174427,1.0199570383186207,1.7559381006143544,4.858373164,4.858373164,1.6311605736981223,1.0375438238255725,1.9331792476502996
0 days 00:00:01.382468462,3.3679680837348083,3.8133921336313095,1.112081981296958,1.7510704239646375,4.879246074666667,4.879246074666667,1.5112779909318586,1.0658539410353574,1.8493257661903804
0 days 00:00:01.382671356,3.4235721827996564,3.900945654829541,1.112081981296958,1.7510704239646375,4.890380063333333,4.890380063333333,1.4668078805336764,0.9894344085037918,1.7693235450665727
0 days 00:00:01.401764870,3.262061645299392,3.89377576964433,1.007735523192991,1.7464382053139649,4.911179223333333,4.911179223333333,1.649117578033941,1.017403453689003,1.9377044598593574
0 days 00:00:01.409369946,3.3683071270191003,3.9275353728021423,1.0763771107858944,1.7682491352448215,4.920844394666666,4.920844394666666,1.552537267647566,0.993309021864524,1.843104658002911
0 days 00:00:01.418062449,3.372523662334173,3.961847027759068,1.0791012706605865,1.790416727043188,4.941655873,4.941655873,1.5691322106658272,0.9798088452409321,1.849919259795247
0 days 00:00:01.435577154,3.4264787258672027,4.051367864111228,1.0791012706605865,1.790416727043188,4.95280218,4.95280218,1.5263234541327972,0.9014343158887721,1.7726384607408618
0 days 00:00:01.450690746,3.451083629799612,4.009619894032492,1.094808968862597,1.7637649459045672,4.963948487,4.963948487,1.5128648572003875,0.9543285929675074,1.788715499878975
0 days 00:00:01.454105139,3.4699908532610304,3.937737406583063,1.1068792846332167,1.717875377631219,4.9972912460000005,4.9972912460000005,1.5273003927389701,1.0595538394169375,1.8588439494168911
0 days 00:00:01.470570087,3.496559078205729,4.04031776423259,1.1238403611869343,1.783362375826352,5.019487698,5.019487698,1.5229286197942709,0.9791699337674098,1.8105483534505662
0 days 00:00:01.478918791,3.552751096265076,4.129485883023908,1.1238403611869343,1.783362375826352,5.05756696,5.05756696,1.5048158637349238,0.9280810769760919,1.7679947028171175
0 days 00:00:01.498589993,3.5248440831313936,4.125729370372658,1.1062199533101045,1.780990524536053,5.07344977,5.07344977,1.5486056868686062,0.9477203996273422,1.815586277011257
0 days 00:00:01.584395647,3.512512674144845,4.044460775993145,1.098433937121337,1.729677767642865,5.0934860224,5.0934860224,1.5809733482551547,1.0490252464068544,1.897348332671699
0 days 00:00:01.584399223,3.567434371000912,4.1309446643752885,1.098433937121337,1.729677767642865,5.097639464799999,5.097639464799999,1.5302050937990872,0.9666948004247109,1.8099796866972968
0 days 00:00:01.584542513,3.626633170459081,4.151873328927926,1.1354047124473172,1.7427481164021354,5.1017929072,5.1017929072,1.475159736740919,0.9499195782720742,1.7545493592618397
0 days 00:00:01.584676743,3.5602135415067053,4.075908913129823,1.0939243918714174,1.695306895043828,5.1059463496,5.1059463496,1.5457328080932946,1.0300374364701765,1.8574894439931644
0 days 00:00:01.616104841,3.614909761100276,4.160674257882014,1.0939243918714174,1.695306895043828,5.2794851065,5.2794851065,1.664575345399724,1.1188108486179864,2.005629276685477
0 days 00:00:01.647245169,3.652920055612797,4.161280414644873,1.117406657447134,1.6956813708080525,5.314875841,5.314875841,1.6619557853872031,1.1535954263551274,2.0230866121571425
0 days 00:00:01.657831669,3.7087903884851534,4.246064483185275,1.117406657447134,1.6956813708080525,5.3502665755,5.3502665755,1.6414761870148467,1.1042020923147247,1.9783089579762347
0 days 00:00:01.668772459,3.747109781646478,4.1711700575307615,1.140811316299069,1.649937470977074,5.429258823,5.429258823,1.6821490413535218,1.258088765469238,2.100574383145354
0 days 00:00:01.712464809,3.804150347461431,4.253666931079615,1.140811316299069,1.649937470977074,5.558366616,5.558366616,1.7542162685385687,1.3046996849203847,2.18621041636818
0 days 00:00:01.712468147,3.786802714583152,4.184241222352759,1.1303403848730047,1.6080325125089343,5.5666281380000004,5.5666281380000004,1.7798254234168485,1.382386915647241,2.2536131261584487
0 days 00:00:01.760788202,3.843319733826802,4.264642847978206,1.1303403848730047,1.6080325125089343,5.5907741785,5.5907741785,1.747454444673198,1.326131330521794,2.193677583875903
0 days 00:00:01.765507221,4.010626772512669,4.336569372503279,1.23010840687706,1.6509235177999082,5.606658697,5.606658697,1.596031924487331,1.2700893244967215,2.039716842158066
0 days 00:00:01.772480488,3.8816317752529454,4.302050851244144,1.1531865043312577,1.6303395386943134,5.6225432155,5.6225432155,1.740911440247055,1.3204923642558564,2.18505668732898
0 days 00:00:01.774455547,3.8580982983706673,4.235275853150089,1.139153093317203,1.5905204759011635,5.66651535,5.66651535,1.8084170516293328,1.4312394968499111,2.306256431962178
0 days 00:00:01.806930065,3.915055953036528,4.314801876945147,1.139153093317203,1.5905204759011635,5.707802295333333,5.707802295333333,1.7927463422968049,1.3930004183881861,2.2703280849798415
0 days 00:00:01.807010889,3.973308132805348,4.31178875836071,1.1735133164656493,1.5887431788567468,5.721001624666667,5.721001624666667,1.7476934918613192,1.4092128663059569,2.2450642405188903
0 days 00:00:01.820834875,4.017637039734826,4.3313676100335545,1.1996608553228791,1.6002918233047154,5.747672557333334,5.747672557333334,1.730035517598508,1.4163049472997793,2.235831522252553
0 days 00:00:01.839712620,4.07762008250097,4.411382201198791,1.1996608553228791,1.6002918233047154,5.7611441606666665,5.7611441606666665,1.6835240781656964,1.3497619594678758,2.157802277547741
0 days 00:00:01.850491762,4.013407385662232,4.390359800844666,1.1621802310528406,1.5880211552325418,5.8050575250000005,5.8050575250000005,1.7916501393377686,1.4146977241553342,2.2828446886547775
0 days 00:00:01.884439707,4.034714510500692,4.308017951916185,1.1746170913571308,1.5399586371741691,5.848469256666667,5.848469256666667,1.8137547461659755,1.5404513047504818,2.3796420952628705
0 days 00:00:01.884442806,4.093445365068548,4.385015883774894,1.1746170913571308,1.5399586371741691,5.861439227333333,5.861439227333333,1.7679938622647855,1.476423343558439,2.3033949262795197
0 days 00:00:01.911808968,4.135312551597921,4.441759106090371,1.1988093446506285,1.5727467588689998,5.925721644666667,5.925721644666667,1.790409093068746,1.4839625385762956,2.3254482441974607
0 days 00:00:01.931268215,4.162672689233325,4.473631137911462,1.214618942445223,1.591163479234322,5.938793181333334,5.938793181333334,1.7761204921000084,1.4651620434218717,2.3024560399585767
0 days 00:00:01.940619946,4.223403636355586,4.553189311873178,1.214618942445223,1.591163479234322,5.978349446,5.978349446,1.754945809644414,1.4251601341268225,2.260733554113105
0 days 00:00:01.953361034,4.260040986969613,4.687209086063056,1.2355849832862131,1.6678574544283016,6.015199819333334,6.015199819333334,1.7551588323637208,1.3279907332702772,2.20094114289231
0 days 00:00:01.971277714,4.357242889306673,4.665851882647975,1.291209612798603,1.6556356100114595,6.025565464666666,6.025565464666666,1.6683225753599933,1.3597135820186912,2.152236334741587
0 days 00:00:01.983313560,4.421803369946603,4.748633663148548,1.291209612798603,1.6556356100114595,6.053809166000001,6.053809166000001,1.6320057960533978,1.3051755028514522,2.0897191226563026
0 days 00:00:01.995857716,4.393985336320917,4.714946306753365,1.2754378553577437,1.636536171818315,6.097434521,6.097434521,1.7034491846790836,1.382488214246635,2.193857968810808
0 days 00:00:02.023831844,4.502173814604262,4.487429107920556,1.336776570392047,1.5075426519348116,6.139263153,6.139263153,1.6370893383957377,1.6518340450794442,2.3256433979379803
0 days 00:00:02.032104015,4.569012643123864,4.562806240517296,1.336776570392047,1.5075426519348116,6.168537855,6.168537855,1.599525211876136,1.6057316144827043,2.2664630862153103
0 days 00:00:02.054255724,4.6220133670139685,4.669220016996044,1.366559414601755,1.5673400413667888,6.192525625,6.192525625,1.5705122579860316,1.5233056080039562,2.1879142414319364
0 days 00:00:02.054267645,4.69016434734696,4.716025494336034,1.404855684558463,1.5936415734490366,6.203320026,6.203320026,1.5131556786530398,1.4872945316639665,2.12171749574666
0 days 00:00:02.065005302,4.722522456964955,4.800236563787098,1.4230387671078946,1.640962533958828,6.214114427,6.214114427,1.4915919700350448,1.4138778632129023,2.055212207329576
0 days 00:00:02.088321447,4.79367439532035,4.882284690485039,1.4230387671078946,1.640962533958828,6.288928666666666,6.288928666666666,1.4952542713463162,1.406643976181627,2.05290833007893
0 days 00:00:02.093008041,4.948847599051976,4.966512426073343,1.5095559016352214,1.6879238788017723,6.304950077333333,6.304950077333333,1.3561024782813575,1.3384376512599907,1.9053685412305936
0 days 00:00:02.111032009,4.966628127509287,4.967623242487615,1.5194694713464498,1.6885432167469692,6.330963611,6.330963611,1.3643354834907129,1.3633403685123842,1.9287582201839921
0 days 00:00:02.124727726,5.103661349353271,4.872695416377069,1.5958726221732744,1.6356160147269794,6.354654312,6.354654312,1.2509929626467287,1.481958895622931,1.9393776220498105
0 days 00:00:02.130529165,5.183454980461934,4.9544762171134185,1.5958726221732744,1.6356160147269794,6.36835289,6.36835289,1.1848979095380656,1.4138766728865813,1.8447304144943528
0 days 00:00:02.159285545,5.215310191785063,5.062780057971536,1.613512304108907,1.6955887860818957,6.415006161,6.415006161,1.199695969214937,1.352226103028464,1.807701815085141
0 days 00:00:02.164369583,5.1954167302828616,5.131255118240548,1.602496388064966,1.7335065468971134,6.459674596999999,6.459674596999999,1.2642578667171378,1.328419478759451,1.8338610266603355
0 days 00:00:02.184214354,5.2755415496861096,5.217930445585403,1.602496388064966,1.7335065468971134,6.4895873066666665,6.4895873066666665,1.214045756980557,1.2716568610812633,1.758129196725185
0 days 00:00:02.191399336,5.255529075054877,5.260843088671375,1.5914882125105148,1.7571113192853642,6.507786273333333,6.507786273333333,1.252257198278456,1.2469431846619585,1.7672055331554153
0 days 00:00:02.217258930,5.171914108435063,5.2847675584485,1.5454944886711852,1.7702713491270885,6.535778522,6.535778522,1.3638644135649374,1.2510109635514999,1.8507173121562577
0 days 00:00:02.217262745,5.135507039314969,5.312191464702271,1.5254682092788523,1.785356298889332,6.545571804,6.545571804,1.410064764685031,1.233380339297729,1.8733685440864092
0 days 00:00:02.232471228,5.211780449778911,5.401459279646738,1.5254682092788523,1.785356298889332,6.574183464,6.574183464,1.3624030142210888,1.172724184353262,1.7976161953336236
0 days 00:00:02.250977755,5.232592328400133,5.374238251067237,1.5368501237637409,1.7704692516831928,6.602664232,6.602664232,1.3700719035998672,1.2284259809327631,1.8401433128059308
0 days 00:00:02.273293495,5.371425205253111,5.2846229998534,1.6127771441347076,1.721459109714674,6.640763998000001,6.640763998000001,1.2693387927468898,1.3561409981466008,1.8575089172400197
0 days 00:00:02.279119253,5.452064062459846,5.370695955339134,1.6127771441347076,1.721459109714674,6.678604602666667,6.678604602666667,1.2265405402068206,1.3079086473275332,1.793049560532273
0 days 00:00:02.296756744,5.474177761908315,5.413261452663646,1.6248025549962026,1.7446061907828556,6.6880078313333335,6.6880078313333335,1.2138300694250184,1.274746378669688,1.760216397881757
0 days 00:00:02.314715862,5.446414900427135,5.292540375135131,1.6097051346491484,1.6789581719922564,6.719040870000001,6.719040870000001,1.2726259695728652,1.4265004948648699,1.9116695635702823
0 days 00:00:02.329089165,5.526900157159593,5.376488283734743,1.6097051346491484,1.6789581719922564,6.759595552,6.759595552,1.2326953948404071,1.383107268265257,1.8527071144649196
0 days 00:00:02.358720064,5.530205182432004,5.48252058611144,1.6114924465585645,1.736298973105834,6.778520424,6.778520424,1.2483152415679957,1.2959998378885595,1.7994183844059546
0 days 00:00:02.366526365,5.5283511382120665,5.390060846861751,1.610489805113568,1.6862980262199077,6.846029996,6.846029996,1.317678857787934,1.4559691491382498,1.9637015393138728
0 days 00:00:02.375540257,5.502624459357333,5.337289087217559,1.5965771733734655,1.6577597892266105,6.872694491333333,6.872694491333333,1.3700700319760006,1.5354054041157745,2.0578050557588408
0 days 00:00:02.386122704,5.582453318026006,5.420177076678889,1.5965771733734655,1.6577597892266105,6.876930712666667,6.876930712666667,1.2944773946406611,1.456753635987778,1.9487952383971192
0 days 00:00:02.400237560,5.551924195857788,5.481355000594465,1.5801453776945509,1.6906877961408566,6.906902074,6.906902074,1.3549778781422113,1.4255470734055349,1.9667611722702516
0 days 00:00:02.425830364,5.491577445352962,5.594750628793156,1.5476647361380094,1.7517211197711984,6.94175291,6.94175291,1.450175464647038,1.3470022812068443,1.9792483481970358
0 days 00:00:02.430389643,5.568960682159863,5.682336684781715,1.5476647361380094,1.7517211197711984,6.950868605999999,6.950868605999999,1.381907923840136,1.2685319212182842,1.8758578691153298
0 days 00:00:02.453916550,5.565404409215292,5.791325493963029,1.5457595739404828,1.810108471485216,6.985533952,6.985533952,1.420129542784708,1.1942084580369707,1.8555057961474934
0 days 00:00:02.472817183,5.546329091657604,5.832721620919734,1.535540568120863,1.8322851540490035,7.028814911,7.028814911,1.4824858193423962,1.1960932900802668,1.9048368337278478
0 days 00:00:02.477036953,5.521112257337898,5.89119839577543,1.522031436443964,1.86361226043954,7.04654622,7.04654622,1.5254339626621016,1.1553478242245694,1.9135771135189323
0 days 00:00:02.478192091,5.597213829160096,5.984379008797408,1.522031436443964,1.86361226043954,7.064277529,7.064277529,1.4670636998399038,1.0798985202025921,1.821663172302634
0 days 00:00:02.493133068,5.592983603130539,5.954443117667341,1.519774109393594,1.8476379138318948,7.092013040666667,7.092013040666667,1.4990294375361284,1.137569922999326,1.8817955745278427
0 days 00:00:02.502205609,5.658789048990178,5.98687453109731,1.5548891155333882,1.864943917413189,7.102017243333333,7.102017243333333,1.4432281943431553,1.1151427122360227,1.8238560495828933
0 days 00:00:02.526414155,5.708114162966117,5.971542361566488,1.5812099109855695,1.8567623874474235,7.162018775,7.162018775,1.4539046120338828,1.1904764134335117,1.879114874571247
0 days 00:00:02.539003372,5.787174658515395,6.064380480938859,1.5812099109855695,1.8567623874474235,7.191554069,7.191554069,1.404379410484605,1.127173588061141,1.8007781168749564
0 days 00:00:02.548896790,5.72588959774968,6.041256691267637,1.5486134291835572,1.84446323689109,7.223806858,7.223806858,1.4979172602503192,1.182550166732363,1.9084498985811922
0 days 00:00:02.584611416,5.675107554553813,5.973282470528531,1.5216033238459592,1.8083089046338596,7.281214237,7.281214237,1.6061066824461872,1.3079317664714694,2.0712952906680098
0 days 00:00:02.591966629,5.751187720746112,6.063697915760224,1.5216033238459592,1.8083089046338596,7.31225276,7.31225276,1.5610650392538874,1.2485548442397754,1.9989530399324917
0 days 00:00:02.618714333,5.890061391845807,5.990547855869436,1.5952209872648229,1.7695316731725852,7.33365345,7.33365345,1.4435920581541932,1.3431055941305639,1.9717734827689195
0 days 00:00:02.643170118,5.835725556661503,5.940546599412458,1.5664172752688366,1.7430257441565111,7.393024126666666,7.393024126666666,1.5572985700051634,1.4524775272542083,2.1295233746823787
0 days 00:00:02.648381233,5.9140464204249446,6.027697886620284,1.5664172752688366,1.7430257441565111,7.400620301333333,7.400620301333333,1.4865738809083888,1.3729224147130497,2.0235656303220164
0 days 00:00:02.665293217,5.914339861490613,6.0466761623374135,1.5665723009796904,1.7530520186901224,7.423110008,7.423110008,1.508770146509387,1.3764338456625866,2.042292213784172
0 days 00:00:02.683693171,5.934582418904363,6.112368567809275,1.577266498962569,1.7877574946696757,7.493198036,7.493198036,1.5586156170956365,1.3808294681907247,2.0822998492239995
0 days 00:00:02.683707237,6.013445743852492,6.201756442542759,1.577266498962569,1.7877574946696757,7.501474618,7.501474618,1.4880288741475072,1.2997181754572402,1.9757270221137826
0 days 00:00:02.703316450,6.024338327228556,6.1933304571415535,1.5830013396717744,1.7833212941444456,7.5097512,7.5097512,1.4854128727714446,1.3164207428584467,1.9847959529440553
