,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean,error_v_x,error_v_y,RMSE_v_x,RMSE_v_y
0,uav1,0.05341533294928637,-0.0010050390701486413,0.3789855484392313,0.49604289877326047,0.5457810674719249,-0.022901455051153166,-0.0020241028779639405,0.25305712483264514,0.19764516389513825
