,Time,x,y,v_x,v_y,x_target,y_target,v_x_target,v_y_target,error_x,error_y,euclidean,error_v_x,error_v_y
0,0.3718569278717041,5.506498994361053,0.3904886474863981,1.2310654081767232,1.172828420474993,4.979072771542027,0.45686084957965895,-0.04111747646216923,0.4481165494387824,-0.5274262228190256,0.06637220209326083,0.5315860134802769,-1.2721828846388923,-0.7247118710362106
1,0.39058589935302734,5.5680522647698885,0.4491300685101477,1.2310654081767232,1.172828420474993,4.978381878024082,0.46432895316926265,-0.041789605785233566,0.44805436902216733,-0.5896703867458069,0.015198884659114953,0.5898662315303619,-1.2728550139619568,-0.7247740514528257
2,0.44622349739074707,5.753784046798315,0.9154015118714842,1.362840148795429,1.605393924452723,4.97438038953714,0.5053841884169974,-0.04548457695752975,0.44769423505834255,-0.7794036572611747,-0.4100173234544868,0.8806726216278533,-1.4083247257529588,-1.1576996893943805
3,0.5082755088806152,5.60949631561401,1.0849415502677766,1.142324496432635,1.6980622479585474,4.972055802848326,0.5277637076153161,-0.0474987336853784,0.4474850222563493,-0.6374405127656839,-0.5571778426524605,0.846627164493219,-1.1898232301180134,-1.250577225702198
4,0.5739901065826416,5.666612540435642,1.169844662665704,1.142324496432635,1.6980622479585474,4.9696305321994085,0.5501325396165903,-0.04951192856549305,0.44726674789794674,-0.6969820082362332,-0.6197121230491137,0.932645181866637,-1.191836424998128,-1.2507955000606006
5,0.6056194305419922,5.680067121024178,1.2412084827584675,1.098945513178084,1.6846106076344072,4.967104626702035,0.5724902314527363,-0.0515241208307462,0.4470394164031831,-0.7129624943221433,-0.6687182513057313,0.9774966076357746,-1.1504696340088303,-1.2375711912312242
6,0.6579101085662842,5.636531937302219,1.2185688120630485,1.003198681613648,1.5807090275345643,4.964478137505707,0.5948363303812583,-0.053535269734313204,0.44680303237551355,-0.6720537997965117,-0.6237324816817902,0.9168961328993893,-1.0567339513479612,-1.1339059951590507
7,0.7158834934234619,5.686691871382901,1.2976042634397766,1.003198681613648,1.5807090275345643,4.961751117796739,0.6171703838944169,-0.055545334550497455,0.4465576006017065,-0.7249407535861616,-0.6804338795453597,0.9942481383654792,-1.0587440161641455,-1.1341514269328579
8,0.7573761940002441,5.424305446215702,1.2606794558442984,0.7120596612628238,1.4724625489905878,4.9594032425613435,0.6357727407351431,-0.0572195466661628,0.44634629183052094,-0.46490220365435864,-0.6249067151091553,0.7788725579651614,-0.7692792079289866,-1.0261162571600668
9,0.8186724185943604,5.459908429278843,1.3343025832938278,0.7120596612628238,1.4724625489905878,4.9584440030330335,0.6432111387216398,-0.0578890024849475,0.446259960272973,-0.5014644262458097,-0.691091444572188,0.8538582760335071,-0.7699486637477714,-1.0262025887176147
10,0.8549857139587402,5.282531436011267,1.51708337574127,0.6068230332116382,1.5156905984376234,4.953480510665252,0.6803810187309458,-0.06123429168578507,0.44581324595987265,-0.32905092534601454,-0.8367023570103242,0.8990802776714105,-0.6680573248974233,-1.0698773524777507
11,0.9356973171234131,5.312872587671849,1.5928679056631512,0.6068230332116382,1.5156905984376234,4.952454365307764,0.6878104824251497,-0.06190294341826343,0.4457208928776987,-0.3604182223640846,-0.9050574232380014,0.9741818281872731,-0.6687259766299016,-1.0699697055599247
12,0.9906148910522461,5.332605988070335,1.6001524074990652,0.6013177313580068,1.480139865555809,4.949838868787916,0.706377102368084,-0.06357393921312755,0.4454854981909125,-0.3827671192824189,-0.8937753051309811,0.972288518735946,-0.6648916705711344,-1.0346543673648965
13,1.0011250972747803,5.184049388798023,1.4675621189052368,0.5077805062354932,1.371953394108917,4.9432810935700475,0.7508964427046481,-0.06758067984341831,0.4448952984213042,-0.2407682952279755,-0.7166656762005887,0.7560284805687103,-0.5753611860789115,-0.9270580956876129
14,1.0528655052185059,5.2010347784020095,1.479969376739038,0.5033421519050039,1.3422766010476266,4.9398520203454925,0.7731335297360551,-0.06958201767624494,0.4445866818310943,-0.2611827580565169,-0.706835847002983,0.7535471768339613,-0.5729241695812488,-0.8976899192165323
15,1.1010267734527588,5.263700266073589,1.662088542756374,0.5232734452079653,1.403404710524815,4.936322915286329,0.7953549608399043,-0.07158194647559135,0.4442690623757697,-0.32737735078725994,-0.8667335819164698,0.9265004219266382,-0.5948553916835566,-0.9591356481490454
16,1.2085151672363281,5.462999133468978,1.7338152314937785,0.7461729347328356,1.3869245003084725,4.929594710399955,0.8360523257467988,-0.07524470931721183,0.4436635239359959,-0.5334044230690234,-0.8977629057469797,1.0442693682593864,-0.8214176440500475,-0.9432609763724766
17,1.20851731300354,5.526320089829096,1.7632279959665689,0.7558630329508386,1.3720484988905273,4.928335084690849,0.8434457855695845,-0.07591012070126257,0.44355015762217637,-0.5979850051382476,-0.9197822103969844,1.0970803894578338,-0.8317731536521011,-0.928498341268351
18,1.256460428237915,5.5566609884066285,1.5152392416514442,0.7530869217466019,1.2541120424056826,4.925136133863243,0.8619208203937267,-0.07757287383543535,0.44326225204769193,-0.6315248545433851,-0.6533184212577174,0.9086520794345435,-0.8306597955820372,-0.8108497903579908
19,1.3066275119781494,5.613565627642847,1.583680084237111,0.7604264092863346,1.256298696167653,4.921207636342676,0.8840751312621022,-0.07956676181358915,0.4429086872708409,-0.6923579913001712,-0.6996049529750088,0.9842797764580822,-0.8399931710999238,-0.8133900088968121
20,1.357907772064209,5.547687128865896,1.6083444413379044,0.7199813967028762,1.2414478465057626,4.91717948453564,0.90621153963928,-0.0815590385675352,0.4425461536082076,-0.6305076443302564,-0.7021329016986244,0.943679236396891,-0.8015404352704114,-0.798901692897555
