,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean,error_v_x,error_v_y,RMSE_v_x,RMSE_v_y
0,uav1,-0.11258952166002123,-0.034462213885600085,0.440189531941511,0.38276185595397766,0.5163647045208644,-0.0054986986103731485,0.007507519585368994,0.20004031446128312,0.1898906526468816
