,x,y,theta,v,w
Error_abs,0.9219359922715489,0.8837000057754566,394.8160946939502,8.118172737606493,18.624566725876683
RMSE,33.15891839498086,1.229737001067532,66.07376967202536,537.2914318144078,9.032844106746031
