Time,data
1685445160.1311529,1.8657195604659438
1685445161.1957176,1.8760912282822226
1685445162.2031865,1.8949162931445458
1685445163.2071786,1.8535361497117684
1685445164.247163,1.886009766705592
1685445165.357643,1.8822022345577516
1685445166.3747342,1.8708949386247589
1685445167.3938935,1.7861566644962132
1685445168.4878783,1.8462735833636201
1685445169.6123126,1.8534911802926608
1685445170.490691,1.867844148506079
1685445171.4495394,1.7793813180533704
1685445172.6144416,1.8575792644938234
1685445173.6880505,1.8266126330520853
1685445174.7706168,1.83784754834863
1685445175.8280804,1.8672830384909573
1685445176.8771937,1.9017053916609565
1685445177.853574,1.8443955838314028
1685445178.8769684,1.8692938301207227
1685445179.9143105,1.895236771829596
1685445180.9165487,1.816417309818933
1685445182.0324075,1.8489764395689305
1685445182.979739,1.8622117541081264
1685445184.0579982,1.9122072900881792
1685445185.0311174,1.8558974632540346
1685445186.0505228,1.8497491389753662
1685445187.246506,1.8746611558724802
1685445188.1777987,1.862499570071193
1685445189.0983136,1.848606528500612
1685445190.2759166,1.8436046643456234
1685445191.3476746,1.8726966272481524
1685445192.4337707,1.8579468414763203
1685445193.3474743,1.867784937223861
1685445194.4893932,1.8695251137671032
1685445195.2302356,1.8181174443985832
1685445196.6259077,1.8532529413764935
1685445197.679898,1.8537446491243499
1685445198.7067175,1.8439659143752507
1685445199.8715417,1.8404145142835258
1685445200.89093,1.8698404166291045
1685445201.8978503,1.8366296717628026
1685445203.0739791,1.8771877080902337
1685445204.0631108,1.8515333676920294
1685445205.266209,1.84905698962295
1685445206.0795789,1.816640949337401
1685445207.2488868,1.8644533737415978
1685445208.5122266,1.862916233415293
1685445209.372096,1.9131246536901816
1685445210.401964,1.9262690351093212
1685445211.733278,1.820235403051008
1685445212.7452564,1.8422791439161599
1685445213.6762044,1.8436309286396775
