,x,y,theta,v,w
Error_abs,0.5798763198054905,0.5668276460488227,0.7757186355886735,0.37166065280642585,0.016120817021648425
RMSE,33.15891839498086,0.7610716281879768,66.46697895940889,2.0762954412628813,2.879343351286835
