Time,x,y,v_x,v_y
1681922016.8848212,2.408956263502505,3.523755190896509,1.0944056307988959,-0.1366150700026469
1681922017.8889709,4.390486486068052,2.9805045588722376,1.4327012357675017,-0.31241606216320045
1681922018.9206188,5.767878621247848,2.6474916413710923,1.365911879231754,-0.3226176032481846
1681922019.9282937,6.675959954412831,1.6800520965313455,1.206055930061039,-0.5791081793161812
1681922020.9429007,7.5409226184683344,0.9345899181992393,1.0702618882447035,-0.6203444673269763
1681922021.9682553,8.143499328308373,-0.17991350294114572,0.9135454339642127,-0.7686023800906977
1681922023.0198984,9.570596332835411,-1.052890892214342,1.1091462411024664,-0.812312257960574
1681922024.021982,10.498039716582772,-1.895204121733282,1.056800201175099,-0.7964761754687681
1681922025.1207047,10.59572031510375,-2.765786765750972,0.7188422786933839,-0.8077286620001767
1681922026.1244652,12.412953136316398,-3.0491663010935026,1.1286588992196576,-0.630500334229234
1681922027.1307645,13.633367219249855,-2.8508997182889404,1.1656715954567627,-0.31909051876522976
1681922028.1752882,14.081686451410356,-4.219444345756797,0.9133788795071514,-0.6559986921082342
1681922029.1719663,15.284870028736606,-5.408312802543753,0.989131463588821,-0.8350116652546724
1681922030.178547,16.39304347488547,-4.633602057665938,1.0386847881678096,-0.26618196939049543
1681922031.1797144,17.541884637326614,-3.9068773121818374,1.0710253890141572,0.06583960780330707
1681922032.2023304,18.59308613939128,-3.0357250420329738,1.0863204996503062,0.3702108685332819
1681922033.2578201,19.3242365822502,-2.756963295382925,0.9432920764466497,0.3711231318505913
1681922034.2854304,20.574957163844367,-2.4340198938852153,1.0342701201816986,0.34026827940190496
1681922035.306977,21.445713811807533,-1.4216084979403942,0.9878722536639549,0.5957349613767473
1681922036.338047,22.628429887486483,-0.8126013490620796,1.039990632513243,0.5944921757030928
1681922037.374674,23.53043981762656,-0.16039178181271807,0.9562544080032157,0.6199365000588319
1681922038.4196846,24.850357268216268,0.5316605511294505,1.0758783939951486,0.6444435675625035
1681922039.4501321,26.090436339039353,1.1562285734546767,1.0876727540688345,0.6351846664087113
1681922040.4741392,26.619608420767833,2.5376166735762453,0.9100633287369456,0.8604102727290872
1681922041.521385,27.652113302876483,3.022306891783485,0.932601414479814,0.6842216804106312
1681922042.5480733,29.5779210482674,2.924027334331837,1.2518426862623286,0.41733302493646035
1681922043.5650032,30.06406066214753,3.5840855041219144,0.9756002561293637,0.5090754507626796
1681922044.570119,31.34207215161848,4.445057012849499,1.0726496668058805,0.6341481366131139
1681922045.5972323,31.94559448652825,4.355912388056579,0.9030505740515169,0.40054216480715943
1681922046.6272447,33.10659169096962,3.9891694391459165,0.9794810449391926,0.09930359898434668
1681922047.6785128,34.25284898410175,3.7633019280987625,1.034135760665944,-0.008896036380453918
1681922048.6849537,34.93818010267099,3.2548128228759308,0.9375852532985459,-0.1723527235452354
1681922049.7231796,36.01110445210399,2.3656816727829604,0.9420739587663999,-0.45025262333899896
1681922050.7743251,36.88481052611439,2.039903429706582,0.9014412467912457,-0.3977205357496891
