,x,y,theta,v,w
Error_abs,0.560794825704689,0.9179988507846258,1.8303839682610048,0.19644136071441368,0.009897103886847043
RMSE,32.163460060660675,5.104827410065392,5.285294335722922,0.4671041193297315,0.2147067001074773
