,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean
0,uav1,-0.024725408429072844,-0.15232060956646784,0.2097168428757317,0.6202897986021877,0.5360449529254852
1,uav2,-0.03781041083664574,-0.11695119880404432,0.27817085578799183,0.6099343430676655,0.5609801843892447
2,uav3,-0.028827506700033895,-0.10255739904360177,0.2729236824272093,0.6060641245613972,0.5719372898510368
3,uav4,0.033351180041112795,-0.10324354936583097,0.30278315580039844,0.6842357894382106,0.6491261398777541
4,uav5,-0.09547432533074084,-0.20336918294653258,0.2896553683782449,0.6737759043000675,0.594482477052875
5,uav6,-0.13889242299438934,-0.07714534953949177,0.2684616813195295,0.5774619159182964,0.5361922164654994
