,x,y,theta,v,w
Error_abs,1.2091113781572407,1.3552282973425875,0.6077579603016393,1.0632549073890678,0.030336983851094824
RMSE,33.15891839498086,1.413820128570214,65.26625173691494,2.2453439804399205,3.6415559423009594
Error_obs,1.588081544096476,1.7390967152612689,0.6604836642796584,0.9323348200932962,0.03333171926886027
Error_corr,2.3783838360206313,2.605256710610932,0.7290808651700271,0.9888269606297936,0.058275358689403235
