,x,y,v_x,v_y
Error_abs,0.604552514335647,0.916880532936935,0.25883166677571906,0.3163727202747799
RMSE,32.163460060660675,5.0118987775968,3.37602265924751,0.31714465162844024
Error_obs,0.712672162222197,0.646244755211441,0.2824680856786378,0.309333333214682
Error_corr,0.7060942990658673,0.6429869691668736,0.2824680856786378,0.309333333214682
