Time,x,y,timestamp.secs,timestamp.nsecs
1685537132.8760028,5.367644868819512,8.088452591133574,1685537132,863740205
1685537133.094023,1.3939055342848286,5.376791551491786,1685537133,64789056
1685537133.1447706,0.8213127060242438,3.6930167590609124,1685537133,135016918
1685537133.4274795,6.556710997280261,7.4974061229348665,1685537133,286037921
1685537133.4274824,6.668086369584451,4.465826758748971,1685537133,360260009
1685537133.5262494,6.189891196006408,3.8987288442075405,1685537133,439108848
1685537133.526257,3.6032471096786587,8.753355266399502,1685537133,502900362
1685537133.5908365,6.190348314732231,4.139575595956276,1685537133,586313247
1685537133.7846642,2.642391125451078,4.423001072339801,1685537133,608692169
1685537133.7846665,6.18806771942476,5.8197083250783015,1685537133,710034847
1685537133.871625,3.632716406820573,8.699452512573291,1685537133,845889091
1685537133.9671502,5.1975214647237395,6.359554705737593,1685537133,951486349
1685537134.0458426,3.5804364176331314,5.243322712801305,1685537134,37634849
1685537134.108597,1.4370810675600603,5.432785069617511,1685537134,104199409
1685537134.1776228,3.0504827380797623,7.743184094138527,1685537134,174242734
1685537134.202071,5.588700375472733,5.406366085689485,1685537134,194263219
1685537134.3784823,0.6115269547682303,4.598400680440492,1685537134,359172582
1685537134.4404504,6.199437289736666,8.385376386637363,1685537134,434915065
1685537134.5546603,4.023102612534412,8.614504870735,1685537134,460916996
1685537134.6123745,3.330311994794975,7.914786388712071,1685537134,574190139
1685537134.6746242,1.7432030323122771,8.348511208596284,1685537134,668705224
1685537135.1780584,6.506213558694715,6.0398147423921635,1685537134,773379325
1685537135.1780603,6.604972696875617,7.636149770741515,1685537134,874948263
1685537135.1780622,5.631405537486015,11.52883595050681,1685537134,925789117
1685537135.1780639,2.2033900837375544,8.657710488554859,1685537134,962853431
1685537135.1780655,5.310152074983478,5.790066304650566,1685537135,74193954
1685537135.1780674,3.7273277589741265,8.36182955016179,1685537135,141531944
1685537135.3765657,2.373416055874019,5.155497307198978,1685537135,185340642
1685537135.376593,2.150143067996085,9.245291535943814,1685537135,235503435
1685537135.3765976,4.641131655799355,7.390132576601386,1685537135,292418003
1685537135.3765996,-0.8279034136410326,4.88658113892525,1685537135,328992605
1685537135.5710475,1.8686592724851545,8.81548108501879,1685537135,511232137
1685537135.696558,5.334476081752493,7.99895959895752,1685537135,665151596
1685537135.839871,3.572840848897918,7.639368586558746,1685537135,763994932
1685537135.8670006,0.22874084914433368,8.499828711845618,1685537135,843721151
1685537136.068559,1.8234737839940478,4.455520073099097,1685537135,961055517
1685537136.0685618,3.4928671885395572,8.381343085590235,1685537136,47521352
1685537136.1761065,3.219208513952475,7.079631222193353,1685537136,111016035
1685537136.202461,0.22358224620905753,8.382478576950543,1685537136,187013626
1685537136.3527634,0.9938643838900001,10.90599685209626,1685537136,288225173
1685537136.3527656,4.902526518767464,6.707472356487333,1685537136,333074331
1685537136.3960335,3.0958418319791496,9.244754248643124,1685537136,388728857
1685537136.4537714,4.258186904819365,11.32084230730596,1685537136,443135261
1685537136.4898636,1.2612921802155577,10.442377852414925,1685537136,488724946
1685537136.5880182,1.1673587432320436,8.027953597204155,1685537136,585333108
1685537136.6732976,2.1064675642082253,10.372182641165251,1685537136,667935848
1685537136.7242599,4.968550374589212,7.0646888612099055,1685537136,722101449
1685537136.7626355,8.322550470641007,10.21565774773632,1685537136,760039567
1685537136.897748,4.284085163402245,13.506276547182717,1685537136,895383358
1685537137.03057,0.5446718570433862,10.27633318351554,1685537137,25449514
