Time,data
1685537135.407819,1.89348518645524
1685537136.5461576,1.9248034194683556
1685537137.4641073,1.8581861630703689
1685537138.7061367,1.8455939243185546
1685537139.8312476,1.8629423593168288
1685537140.8181026,1.8592693426192073
1685537141.7430985,1.848780832504117
1685537143.0032992,1.8787816416421168
1685537143.9764411,1.822582734692527
1685537145.0606391,1.876849519552967
1685537146.1569388,1.872173818458339
1685537147.0840917,1.8581694721074111
1685537148.2028034,1.8214116926827242
1685537149.6636965,1.8320839275267797
1685537150.805334,1.8773818538820792
1685537151.924593,1.9054616450338215
1685537152.9366515,1.8630933798736162
1685537154.3998482,1.879297529521507
1685537155.1260083,1.8443427937571817
1685537156.278867,1.8904127467152152
1685537157.1552906,1.862011163839233
1685537158.400248,1.8832040257167848
1685537159.4653535,1.8595366007791585
1685537160.4259977,1.837014829675049
1685537161.3179264,1.8687036905685381
1685537162.6329272,1.8690612829790898
1685537163.796896,1.8909187776780407
1685537164.6610239,1.8691643751193159
1685537165.7754867,1.9010565600849332
1685537166.9486837,1.8673750687785866
1685537167.9476748,1.8924070673379163
1685537168.9603894,1.877806950125362
1685537170.2588809,1.8708439030649304
1685537171.405063,1.8252391029729318
1685537172.698228,1.8434216467261157
1685537173.6534822,1.870111837840959
1685537174.8155997,1.8804527557115722
1685537175.9184315,1.9080711668842114
1685537176.7890537,1.8673269788382654
1685537177.9038742,1.8917470846480782
1685537179.1887286,1.953170543256771
1685537180.1849787,1.87783698575934
1685537181.2051032,1.8497958190057415
1685537182.1617737,1.8688077698620968
1685537183.3194995,1.8687873545430904
1685537184.5796452,1.8591905148445007
1685537185.9542654,1.9126795390475568
1685537186.977012,1.8717193749518781
