Time,data
1685537133.9518013,1.9063715206277227
1685537135.181682,1.8701118352773034
1685537136.1761236,1.8735904760962518
1685537137.1814063,1.861918660388912
1685537138.3060024,1.8390463900964658
1685537139.4043863,1.816984533854153
1685537140.6155012,1.8954059116450854
1685537141.6779501,1.8724083774723486
1685537143.0032897,1.8684729305098444
1685537143.9042556,1.850791385853209
1685537144.993641,1.844045109074655
1685537145.9665072,1.877320721885849
1685537147.0840888,1.9241433365864609
1685537148.090022,1.8770560913796035
1685537149.3600073,1.8667326922971772
1685537150.3885353,1.8787600471996295
1685537151.4215786,1.8704456860569383
1685537152.3098638,1.8501757873395406
1685537153.6447499,1.8835810227917993
1685537154.6306388,1.8660328122249912
1685537155.7369013,1.8944718793530309
1685537156.6686552,1.8422144223429593
1685537157.7855766,1.8460884045650603
1685537158.963385,1.862847209611664
1685537160.3552094,1.8756284227306852
1685537161.2173777,1.8881151431898648
1685537162.396157,1.8831812034711592
1685537163.3958879,1.886270332799285
1685537164.3551931,1.8501329756995903
1685537165.3749452,1.8499676280785013
1685537166.5229669,1.8695061468890366
1685537167.5310774,1.8337451102383024
1685537168.6926787,1.8863457100030638
1685537169.576527,1.8028910190501481
1685537170.8246403,1.9467565130588695
1685537171.8447042,1.8945233674217892
1685537172.9712327,1.9085898072377527
1685537173.9916117,1.8884732261824335
1685537174.865134,1.858577982994492
1685537175.9063547,1.8675637979587103
1685537177.003256,1.8581332777841928
1685537178.1818535,1.8601242574879158
1685537179.1887102,1.9077440321430992
1685537180.3872359,1.8688824792557166
1685537181.3134427,1.880117635450355
1685537182.369749,1.8987405446161187
1685537183.290619,1.8528038031254934
1685537184.5796719,1.8872163040830712
1685537185.8984149,1.8196154706501877
1685537186.9768696,1.865592660516938
