Time,data
1685438461.8909144,1.959477424621582
1685438462.787157,1.9383010864257812
1685438463.6366942,1.9160566329956055
1685438463.789567,1.8972160816192627
1685438465.0706253,1.8982346057891846
1685438465.070628,1.9422478675842285
1685438465.9238665,1.9167749881744385
1685438466.0126958,1.9255342483520508
1685438466.8787944,1.917768955230713
1685438467.1278865,1.956979751586914
1685438467.9212992,1.9478936195373535
1685438468.1408515,1.9157767295837402
1685438469.1270137,1.9592604637145996
1685438469.170877,1.969717025756836
1685438469.978738,1.9392035007476807
1685438470.2465303,1.8878424167633057
1685438470.9376588,1.9728798866271973
1685438471.1588988,1.9430584907531738
1685438472.0723426,1.8876533508300781
1685438472.6223152,1.984179973602295
1685438473.2764878,1.9080300331115723
1685438473.4827807,1.8987791538238525
1685438474.2709012,1.9767110347747803
1685438474.4404917,1.9118578433990479
1685438475.429841,1.9352071285247803
1685438475.6151001,1.905592918395996
1685438476.382227,1.929542064666748
1685438476.4932451,1.9163637161254883
1685438477.4691815,1.906895637512207
1685438477.6291356,1.9295458793640137
1685438478.5245798,1.9232053756713867
1685438478.674674,1.9260826110839844
1685438479.54437,1.9431238174438477
1685438479.6103592,1.9318952560424805
1685438480.796133,2.076045513153076
1685438480.7961347,2.0131475925445557
1685438481.6307685,1.9345717430114746
1685438481.68955,1.9094789028167725
1685438482.866581,2.0102248191833496
1685438483.1509485,1.8916306495666504
1685438483.8441284,1.9459857940673828
1685438484.0542488,1.9395787715911865
1685438485.043918,1.9580776691436768
1685438485.2241418,1.9112370014190674
1685438485.894923,1.9042880535125732
1685438486.1666002,1.9166522026062012
1685438487.0340788,1.8552944660186768
1685438487.25774,1.882181167602539
1685438488.3980432,1.937208652496338
1685438488.4003232,1.8690931797027588
1685438489.3147933,1.9556937217712402
1685438489.6393812,1.9280970096588135
1685438490.1692038,1.8499672412872314
1685438490.4094033,1.8690695762634277
1685438491.3692849,1.8811721801757812
1685438491.477393,1.9218106269836426
1685438492.281459,1.883800745010376
1685438492.5995772,1.9043726921081543
1685438493.3561652,1.9224610328674316
1685438493.4346676,1.9100472927093506
1685438494.35545,1.8706092834472656
1685438494.4718227,1.9633028507232666
1685438495.4996696,1.8922691345214844
1685438495.562466,1.9162330627441406
1685438496.4849901,1.8502557277679443
1685438496.7107577,1.9109511375427246
1685438497.687856,1.8905880451202393
1685438497.687899,1.87007737159729
1685438498.5163624,1.8748884201049805
1685438498.5390599,1.871891975402832
1685438499.6704116,1.894956111907959
1685438499.832037,1.968726396560669
1685438500.6964064,1.9283051490783691
1685438500.696424,1.9520018100738525
1685438501.7444513,1.8873403072357178
1685438501.778616,1.8966915607452393
1685438502.7158844,1.9214434623718262
1685438502.8124568,1.9628243446350098
1685438503.9910927,1.9040203094482422
1685438504.2478395,1.9168040752410889
1685438505.0188138,1.9513039588928223
1685438505.174365,1.9316675662994385
1685438505.9476523,1.8871285915374756
1685438506.2552245,1.9897730350494385
1685438507.1436148,1.9779243469238281
1685438507.581314,1.9286668300628662
1685438508.471851,1.9365456104278564
1685438508.691088,2.019158124923706
1685438509.5450134,1.9612407684326172
1685438509.5450184,1.908360242843628
1685438510.6568456,1.9585919380187988
1685438510.984026,2.0579822063446045
1685438511.7892334,1.884913682937622
1685438511.789236,1.8968713283538818
1685438512.5114186,1.9577853679656982
1685438512.849554,1.9380288124084473
1685438513.7726502,1.8900094032287598
1685438513.9151087,1.9442217350006104
1685438515.1523356,1.9578826427459717
1685438515.2114866,1.9570646286010742
1685438516.1061268,1.9298961162567139
1685438516.1547413,1.973428726196289
1685438517.3746285,1.9656195640563965
1685438517.4313037,1.9207794666290283
1685438518.311337,1.9821300506591797
1685438518.630962,1.9689829349517822
