Time,data
1685438461.7266645,1.8602045661928233
1685438462.669805,1.811303822152043
1685438463.6208808,1.8584707340535234
1685438465.0919843,1.8676432805521732
1685438465.9169915,1.9092269927855436
1685438466.9436638,1.8748318004036661
1685438468.0911143,1.8664562893215966
1685438469.0231047,1.8964550328910872
1685438469.9954743,1.8496017244570442
1685438471.0148637,1.8631670246210605
1685438472.5447972,1.90580780371827
1685438473.188924,1.8120223957347121
1685438474.2624023,1.8670025045036813
1685438475.462257,1.8497610140147949
1685438476.3477178,1.8442863679414678
1685438477.2804234,1.8684575110903405
1685438478.2166827,1.7955973584391933
1685438479.3621187,1.836405032520891
1685438480.530146,1.8812974698691836
1685438481.6307435,1.7672961995721403
1685438482.653435,1.8985544443939857
1685438483.7168758,1.894319442570437
1685438484.8351629,1.865169873369667
1685438485.8949115,1.8820865312962325
1685438486.9656284,1.8205931518440424
1685438488.1263838,1.8952472523865758
1685438489.0609229,1.8647043680559907
1685438490.1589355,1.8152758315426545
1685438491.1829538,1.8504708521650945
1685438492.2694638,1.8424381373085224
1685438493.3096077,1.8404703266468287
1685438494.3579774,1.8813210659452604
1685438495.4174798,1.8768386280947476
1685438496.543707,1.8676509430164072
1685438497.4729793,1.852331437925169
1685438498.4911482,1.850502024443656
1685438499.5245245,1.8712880666297662
1685438500.5620375,1.9028908396739752
1685438501.5526805,1.827275560487215
1685438502.6073992,1.8649507948837065
1685438503.7858748,1.8645181183992694
1685438504.87784,1.8852601693577509
1685438506.0277119,1.9067666398483152
1685438507.3805277,1.8135734798832777
1685438508.4221518,1.8415026180044274
1685438509.2697206,1.9341729479244965
1685438510.4969459,1.9245213148935023
1685438511.536776,1.8579731773254813
1685438512.4473388,1.910501947946054
1685438513.7685184,1.8762866530857742
1685438514.9832485,1.8638172829620083
1685438515.993554,1.8464408669646355
1685438517.077134,1.8735381339308166
1685438518.2271757,1.835986596077637
