,Time,x,y,v_x,v_y,timestamp.secs,timestamp.nsecs,x_target,y_target,v_x_target,v_y_target,Timestamp_sec,Timestamp_nsec,error_x,error_y,euclidean,error_v_x,error_v_y
0,3.99712872505188,4.956034357072268,0.0960549440445217,1.2711832012112392,-0.0990204057262812,1685438462.0,102834463.0,4.597377181827568,1.9655142417142488,-0.17689628175428235,0.41376394636448116,1685438462.0,173901557.5,-0.35865717524469964,1.869459297669727,1.9035527402723298,-1.4480794829655215,0.5127843520907623
1,4.079573154449463,5.007917095424556,0.2052518302860974,1.2692708150717968,-0.0803250485574297,1685438462.0,222292900.0,4.5753808815003145,2.0160817808805644,-0.18144736027925074,0.4117842793350283,1685438462.0,286776144.6666667,-0.4325362139242417,1.8108299505944672,1.8617713840119783,-1.4507181753510476,0.492109327892458
2,4.097283363342285,4.869470590201648,0.3995032193724619,1.2314394509618745,-0.0431761523692049,1685438462.0,304603099.0,4.565024969070547,2.0394222195905383,-0.18354799976314837,0.4108522472163492,1685438462.0,325075069.3333333,-0.3044456211311015,1.6399190002180764,1.6679392865155966,-1.4149874507250229,0.45402839958555413
3,4.221983194351196,4.802085805006676,0.5809066796510036,1.2041783895376266,-0.0043716542731488,1685438462.0,361813545.0,4.5452212148534965,2.083374664226996,-0.18750371978042957,0.40906990933681475,1685438462.0,404831289.5,-0.25686459015317986,1.5024679845759925,1.5242668606088654,-1.3916821093180562,0.41344156360996354
4,4.306575059890747,4.935218435932749,0.8120188890755049,1.2213592737114998,0.0501300635713297,1685438462.0,446148633.0,4.5212535743551,2.134989643252967,-0.19214906789276698,0.40691282169195897,1685438462.0,531592368.3333333,-0.4139648615776492,1.322970754177462,1.3862245572164291,-1.4135083416042669,0.35678275812062926
5,4.312333345413208,5.083649510117846,0.8988018961450619,1.2440486641265152,0.0720178201846399,1685438462.0,530392169.0,4.518460470819765,2.1408945873291905,-0.19268051285962715,0.4066614423737788,1685438462.0,542428969.6666666,-0.5651890392980814,1.2420926911841286,1.3646365463506096,-1.4367291769861423,0.3346436221891389
6,4.3483734130859375,5.145851943324172,0.902402787154294,1.2440486641265152,0.0720178201846399,1685438462.0,536551713.0,4.5113516642686875,2.1558306923641664,-0.19402476231277496,0.40602164978418187,1685438462.0,573423862.0,-0.6345002790554846,1.2534279052098722,1.4048744134905071,-1.43807342643929,0.334003829599542
7,4.455774307250977,5.208054376530498,0.906003678163526,1.2440486641265152,0.0720178201846399,1685438462.0,573294639.0,4.491118782316444,2.1976649012703438,-0.19778984111433087,0.40420069040847995,1685438462.0,670115709.0,-0.7169355942140543,1.2916612231068179,1.4772898705158917,-1.441838505240846,0.3321828702238401
8,4.506614685058594,5.241062867561213,0.9341767222886378,0.9697769061035288,0.1201889622442435,1685438462.0,676153898.0,4.487693657613613,2.204650668601646,-0.19841856017414813,0.4038924291852251,1685438462.0,699450731.0,-0.7533692099476008,1.2704739463130084,1.4770474653027306,-1.168195466277677,0.2837034669409816
9,4.540916204452515,5.304296810514582,1.163071916328169,0.9727487813566322,0.1651115967628489,1685438462.0,733814716.0,4.479037983200898,2.2221791640811848,-0.1999961247673066,0.4031134184880809,1685438462.0,754591941.5,-0.8252588273136832,1.0591072477530157,1.3426690933741356,-1.1727449061239388,0.23800182172523202
10,4.6844775676727295,5.352934249582413,1.1713274961663116,0.9727487813566322,0.1651115967628489,1685438462.0,766021728.0,4.449069324751416,2.2815755023199227,-0.20534179520879303,0.40041623922762737,1685438462.0,889414906.0,-0.9038649248309971,1.110248006153611,1.4316502497145778,-1.1780905765654253,0.23530464246477847
11,4.768758773803711,5.340354366554315,1.132527702032346,0.8163112191995868,0.1444428601697586,1685438462.0,905374526.0,4.436605757806598,2.3057222749252917,-0.20751500474327625,0.39929451820259376,1685438462.0,951645016.5,-0.9037486087477173,1.1731945728929456,1.4809277678802892,-1.023826223942863,0.25485165803283516
12,4.941089868545532,5.393399415323575,1.2166359997966685,0.8184922406765948,0.1581548289310151,1685438463.0,8948802.0,4.391247136400528,2.3909998767871627,-0.21518998891084468,0.3952122422760475,1685438463.0,143627564.0,-1.002152278923047,1.1743638769904943,1.5438392745784133,-1.0336822295874395,0.23705741334503241
13,4.9411094188690186,5.57249771233251,1.223469147728513,0.843134300850147,0.1579631846388601,1685438463.0,30252456.0,4.389476547411708,2.394240288214593,-0.21548162593931336,0.39505288926705373,1685438463.0,152347644.0,-1.1830211649208016,1.17077114048608,1.6644050408616429,-1.0586159267894604,0.23708970462819362
14,4.941385269165039,5.62685666087504,1.1696825464648395,0.8456845605714428,0.1450711054871654,1685438463.0,78547716.0,4.387705958422888,2.3974806996420233,-0.21577326296778204,0.39489353625805995,1685438463.0,161067724.0,-1.239150702452152,1.2277981531771838,1.7444147351856911,-1.061457823539225,0.24982243077089455
15,4.964693546295166,5.702679055164697,1.2796914760280578,0.8531978854433376,0.1680906857276385,1685438463.0,134995460.0,4.385935369434069,2.400721111069453,-0.21606489999625073,0.3947341832490662,1685438463.0,169787804.0,-1.3167436857306276,1.1210296350413953,1.7293123999302502,-1.0692627854395884,0.22664349752142768
16,4.964804649353027,5.694738603050814,1.349492109402706,0.841117134614999,0.1827489050461098,1685438463.0,172013998.0,4.384164780445249,2.403961522496883,-0.2163565370247194,0.3945748302400724,1685438463.0,178507884.0,-1.3105738226055648,1.054469413094177,1.6821145881449755,-1.0574736716397184,0.2118259251939626
17,5.032156705856323,5.736794459781564,1.3586295546550111,0.841117134614999,0.1827489050461098,1685438463.0,211186647.0,4.378747835044311,2.4138047993985863,-0.2172424319458727,0.394087305153988,1685438463.0,215576648.33333334,-1.358046624737253,1.0551752447435752,1.7197922642226033,-1.0583595665608718,0.2113384001078782
18,5.045640230178833,5.741217692728822,1.413151137145411,0.8310914776259568,0.1948396323711694,1685438463.0,256263256.0,4.375101478632193,2.4204076648728594,-0.21783668983855728,0.3937591330768973,1685438463.0,243925332.66666666,-1.3661162140966283,1.0072565277274483,1.697303515305162,-1.0489281674645141,0.1989195007057279
19,5.16689395904541,5.66063771473296,1.4375054270418557,0.7969800467605603,0.1989207604053256,1685438463.0,313595533.0,4.352322518542708,2.4611117216110907,-0.2215000549449981,0.3917090266688438,1685438463.0,347718119.5,-1.308315196190252,1.023606294569235,1.6611617918986992,-1.0184801017055585,0.19278826626351817
20,5.188764810562134,5.598169340860418,1.5326729797946796,0.7671321917767107,0.2237814390842475,1685438463.0,362490415.0,4.33108958890981,2.4982907625457687,-0.22484616862911921,0.3897980630018829,1685438463.0,416245698.5,-1.2670797519506074,0.965617782751089,1.5930815422219737,-0.9919783604058299,0.16601662391763541
21,5.241427421569824,5.705406941953839,1.4791989447071263,0.7880901680553408,0.2041068113838954,1685438463.0,412215709.0,4.318617497693015,2.5198080196965416,-0.22678272177268877,0.38867557479237147,1685438463.0,470411538.5,-1.386789444260824,1.0406090749894152,1.7337970497332067,-1.0148728898280295,0.18456876340847608
22,5.2923595905303955,5.708621886503187,1.4955898264119318,0.7766465806021823,0.2060627559544675,1685438463.0,466219425.0,4.310380366811753,2.5338811897506877,-0.22804930707756185,0.38793423301305774,1685438463.0,507005293.3333333,-1.3982415196914344,1.0382913633387558,1.741587868174576,-1.004695887679744,0.18187147705859025
23,5.316438913345337,5.617271044883521,1.493399944040008,0.7340059675178862,0.201970752075246,1685438463.0,517268419.0,4.30743970169741,2.538876918365582,-0.22849892265290236,0.38766957315276684,1685438463.0,519493022.6666667,-1.3098313431861106,1.0454769743255738,1.675911767199481,-0.9625048901707886,0.18569882107752084
24,5.384589195251465,5.705800471334945,1.5551133900606475,0.7515367598223306,0.2194290862758631,1685438463.0,591137647.0,4.286567937788877,2.5739505830179312,-0.23165555247161376,0.3857911144009989,1685438463.0,614794969.3333334,-1.4192325335460687,1.0188371929572837,1.747069034133646,-0.9831923122939443,0.16636202812513579
25,5.395944833755493,5.743377309326061,1.5660848443744406,0.7515367598223306,0.2194290862758631,1685438463.0,609688758.0,4.28268140680652,2.580412032387785,-0.2322370829149006,0.3854413266125868,1685438463.0,634440898.6666666,-1.4606959025195412,1.0143271880133442,1.7783397211951475,-0.9837738427372312,0.16601224033672368
26,5.558403730392456,5.744013900981868,1.4908771642885428,0.738909182650639,0.1901987955164782,1685438463.0,702483177.0,4.24955364167057,2.634609223463825,-0.2371148301117442,0.38245982775035126,1685438463.0,767721295.0,-1.494460259311298,1.1437320591752822,1.881896514117108,-0.9760240127623832,0.19226103223387306
27,5.696861982345581,5.731101552767901,1.982014472025304,0.6341617405641554,0.5344561646313166,1685438463.0,746107816.0,4.218588236090639,2.6839116948630335,-0.241552052537673,0.37967294124815754,1685438463.0,900104681.3333334,-1.5125133166772615,0.7018972228377296,1.6674400272733552,-0.8757137931018284,-0.15478322338315909
28,5.721139192581177,5.650810466330473,2.327816388283385,0.4657587095384979,0.6969537438461535,1685438463.0,902803182.0,4.214233283873671,2.6907446033758426,-0.24216701430382578,0.37928099554863043,1685438463.0,921316702.6666666,-1.4365771824568014,0.36292821509245776,1.4817121483154951,-0.7079257238423237,-0.31767274829752307
29,5.749382019042969,5.733144435988894,2.3411366919267427,0.4795290126160057,0.6920311216284596,1685438463.0,965171098.0,4.203761702639824,2.707075897520899,-0.24363683077688086,0.37833855323758414,1685438463.0,963693022.0,-1.5293827333490704,0.3659392055941564,1.5725530347995123,-0.7231658433928866,-0.31369256839087545
30,5.825716257095337,5.757120886619695,2.3757382480081657,0.4795290126160057,0.6920311216284596,1685438464.0,28416872.0,4.177988639937523,2.7466945850565354,-0.24720251265508814,0.37601897759437697,1685438464.0,63686370.0,-1.579132246682172,0.3709563370483697,1.6221181388874943,-0.7267315252710939,-0.3160121440340826
31,5.886646747589111,5.781852048440326,2.563928568797288,0.4797183884628793,0.7305703705208484,1685438464.0,63835144.0,4.167405561173982,2.7627206430745694,-0.2486448578767112,0.3750665005056584,1685438464.0,106173991.5,-1.6144464872663438,0.1987920742772813,1.6266394035071512,-0.7283632463395905,-0.35550387001519
32,5.907011032104492,5.738278101566786,2.690107155107258,0.4613139706192347,0.7549925222752761,1685438464.0,111660003.0,4.155659771934376,2.7803547843414975,-0.25023193059073473,0.37400937947409385,1685438464.0,152918576.5,-1.5826183296324103,0.09024762923423957,1.5851893930602996,-0.7115459012099694,-0.3809831428011823
33,6.097083806991577,5.699352279603765,2.834772169139885,0.4437895969254484,0.7852164173592524,1685438464.0,266939878.0,4.116367324874147,2.8382024258104854,-0.2554382183229436,0.37047305923867313,1685438464.0,313823342.0,-1.5829849547296186,0.0034302566706005955,1.5829886713306445,-0.699227815248392,-0.4147433581205793
34,6.193179607391357,5.734545230817668,2.791181615076204,0.4537382870615369,0.772893810124521,1685438464.0,280591726.0,4.104875379362178,2.8547923441733505,-0.25693131097560146,0.369438784142596,1685438464.0,359895149.3333333,-1.62966985145549,0.06361072909714638,1.6309108343496983,-0.7106695980371384,-0.40345502598192495
35,6.193219184875488,5.791116889877334,2.8306918106282515,0.4639906824244895,0.7731556831294744,1685438464.0,366934776.0,4.0997813610398435,2.8621030729369,-0.25758927656432096,0.36898032249358587,1685438464.0,376790840.6666667,-1.6913355288374907,0.031411262308648435,1.6916271866187942,-0.7215799589888104,-0.4041753606358885
36,6.25341796875,5.671857300073331,2.795830456359829,0.419532538275477,0.7502120880564008,1685438464.0,421877622.0,4.077148288541936,2.8942594501016954,-0.2604833505091526,0.3669433459687743,1685438464.0,462837934.0,-1.5947090115313944,0.09842899374186631,1.5977437523797342,-0.6800158887846296,-0.3832687420876265
37,6.335955619812012,5.681880560571496,2.9075233081331646,0.4160106139858422,0.774064504652416,1685438464.0,478824615.0,4.0630569220052015,2.914000074140868,-0.2622600066726781,0.3656751229804681,1685438464.0,516443729.0,-1.6188236385662949,0.006476766007703194,1.618836594990037,-0.6782706206585203,-0.40838938167194794
38,6.358934640884399,5.8043442099138725,2.929712113675919,0.4496108640527339,0.7686063932085089,1685438464.0,535743236.0,4.050206875116355,2.9318501726111847,-0.2638665155350066,0.36451861876047187,1685438464.0,575269460.0,-1.7541373347975178,0.00213805893526553,1.7541386378010575,-0.7134773795877405,-0.404087774448037
39,6.832247495651245,5.789356079745519,2.9981105754363893,0.436909824281895,0.7787649211313448,1685438464.0,579324483.0,3.9315869422346283,3.089106568464525,-0.27801959116180724,0.3538428248011166,1685438465.0,14664240.57142857,-1.857769137510891,0.09099599302813566,1.8599963545757652,-0.7149294154437023,-0.42492209633022815
40,6.832262754440308,5.805766414058035,2.9574663028370782,0.4350240682709443,0.7511533515594881,1685438464.0,662540435.0,3.9298972289903533,3.091251078292001,-0.2782125970462801,0.3536907506091318,1685438465.0,18377678.14285714,-1.8758691850676819,0.13378477545492284,1.880633820186698,-0.7132366653172244,-0.39746260095035635
