Time,x,y,v_x,v_y
1681915702.7970479,3.271935923250669,3.407171871366025,0.8691500404900089,1.163629867963126
1681915702.8247564,3.315393425275169,3.4653533647641814,0.8691500404900089,1.163629867963126
1681915702.8749664,3.4254622392055083,3.357504336281215,0.908012845493137,1.0667632605983777
1681915702.908294,3.6024216738372945,3.355106349309309,1.004847793548525,0.984976733677004
1681915703.015612,3.7149252703725626,3.475469312437783,1.0360530422432912,1.020619055973814
1681915703.0183048,3.8468787118350662,3.3607997433450083,1.078432321325843,0.9330058369614774
1681915703.104584,3.99505495933318,3.226648105097096,1.100104679690968,0.8107876982916739
1681915703.1709983,3.912497161484688,3.1773654285890767,1.0194697362483534,0.7581369479687151
1681915703.2202795,4.1463299870421455,3.3034601314907213,1.141519002582057,0.8062055801899348
1681915703.2689238,4.140039210249685,3.3335266870177387,1.084679192690996,0.794441634566854
1681915703.3205206,4.194273169884235,3.3732487687460813,1.084679192690996,0.794441634566854
1681915703.3753707,4.248507129518784,3.412970850474424,1.084679192690996,0.794441634566854
1681915703.428909,4.3184228470016,3.46574977776773,1.0980090839753507,0.8013186660722986
1681915703.4711077,4.410192691800044,3.53625525334454,1.115387695753179,0.8156665296864398
1681915703.506442,4.334099334899691,3.438830596751279,1.049281793587125,0.7176478558906255
1681915703.5589764,4.361725335321436,3.406564324384246,1.0376678281137064,0.6857824319428691
1681915703.6215436,4.361221262695024,3.452077516936968,1.0126013853445193,0.6911529444775648
1681915703.66266,4.433916883703191,3.4956527060859433,1.0233599197134757,0.6955496410054227
1681915703.7775223,4.561935304877835,3.506689920004315,1.060829997523968,0.6839745626378423
1681915703.7775242,4.7176545275562525,3.5022710983887175,1.106229406592256,0.6617462845640804
1681915703.854849,4.783945022898912,3.4590915883315048,1.1114049094127465,0.6257941700794181
1681915703.854851,4.839515268369549,3.4903812968354755,1.1114049094127465,0.6257941700794181
1681915703.9609282,4.81673691319871,3.4295382048839427,1.0732872561128541,0.5809703172402146
1681915703.96093,4.899227601431652,3.4570735205756153,1.087462069474506,0.5802262289918716
1681915704.0150988,4.859769896091446,3.4528338919774457,1.0409403847791383,0.5637402819103097
1681915704.0763052,4.899632655882321,3.3499979833642346,1.0348496692705704,0.49824402826269615
1681915704.1487193,5.080275845942284,3.3301426394996416,1.0992850611856553,0.47586545175048267
1681915704.1647098,5.183206879509105,3.353043286809648,1.1223452811521257,0.47692534281724636
1681915704.249742,5.3904291009174985,3.3538988052149783,1.1877485058677408,0.46447719135533333
1681915704.3265772,5.449816526210886,3.377122664782745,1.1877485058677408,0.46447719135533333
1681915704.395708,5.49039327240653,3.402219085362624,1.1790295822054802,0.4653451406958491
1681915704.3960063,5.549344751516804,3.4254863423974165,1.1790295822054802,0.4653451406958491
1681915704.40941,5.673288404062531,3.521507874856829,1.2095248300266765,0.499348882173251
1681915704.4650023,5.739398888444154,3.4753215546421194,1.2129328629301042,0.4617265256033962
1681915704.5108829,5.779310303384541,3.438883402062339,1.1931901357085024,0.42297274509828986
1681915704.5699666,5.821001465358559,3.3961821120273226,1.1853741025299656,0.395198726100811
1681915704.6259887,5.880270170485057,3.4159420483323633,1.1853741025299656,0.395198726100811
1681915704.667823,5.85954776519137,3.3543738814788284,1.14996929994057,0.35920215820502654
1681915704.7420983,5.960562169438395,3.362381511570767,1.1693498382751872,0.3547696587299693
1681915704.7530394,6.013774246195347,3.264804290300433,1.166997345601066,0.30315064457724017
1681915704.807864,5.972076450653533,3.2685880190077574,1.1142840750045564,0.2973261359137845
1681915704.911444,6.02779065440376,3.2834543258034468,1.1142840750045564,0.2973261359137845
1681915704.9115672,6.042918350725068,3.2029232690513636,1.0966682958618366,0.2559207774951421
1681915704.974746,6.100253163978731,3.0845572083741972,1.0977595971067537,0.1986978420919204
1681915705.0043173,6.209010822440236,2.9407995050486067,1.121362792170827,0.13135687396839577
1681915705.0508227,6.223541139383235,2.8928386734035203,1.1030987734880975,0.1073808280105406
1681915705.1106644,6.2418193289530155,2.8391130682780914,1.0868384963967377,0.08132388561570442
1681915705.1574717,6.394684006344361,2.753517281345432,1.1303759226251389,0.04170205420433264
