Time,x,y
1682950195.3277626,5.040054436520909,1.3423185426432196
1682950195.327766,7.643450092956618,-0.2503140360420055
1682950195.3471599,3.7534924116552015,0.008439644214614295
1682950195.388636,5.70716982952266,0.5581316109983283
1682950195.456386,2.309093012321067,0.780210196456486
1682950195.5626292,4.730759982092718,-2.994360973014798
1682950195.6070583,7.042180331145186,-0.18593851501200442
1682950195.6164076,9.827539075283703,1.4579727839941667
1682950195.7725043,6.040086685458984,-0.2883870328539446
1682950195.7725065,6.008400184137837,-1.4433392137337548
1682950195.7725081,2.0225089147216186,0.010638295649939788
1682950195.8068707,6.3772161344968605,-1.5954319659764302
1682950195.8762338,6.093787492453397,2.591526458097967
1682950195.943017,2.362250317033392,3.1370990945099195
1682950195.9762716,4.122704228122847,0.1472973517111299
1682950196.16002,5.308811636318352,4.7441657713321845
1682950196.1600218,5.067355482787377,2.8892431352268346
1682950196.1600235,8.12463060917284,0.3737431006668087
1682950196.1941857,4.485874627974065,2.565454932306816
1682950196.254872,6.184635262165839,2.705023509507938
1682950196.2919865,5.691166241348338,-0.21436343830740012
1682950196.3297307,4.526556291378908,0.20443661827104476
1682950196.4058557,4.647300870293545,2.9188687935164737
1682950196.4469118,4.825377881455412,-2.612378195866398
1682950196.582258,7.089714304814306,1.7719015576586048
1682950196.636884,6.245707955205686,0.013219092275443156
1682950196.6727479,3.291610725992702,3.5426079735175344
1682950196.6964114,4.846682907185295,-0.6499394429636534
1682950196.7882345,4.781719053978317,-3.144541708882972
1682950196.835374,7.1658760425739185,-1.7746729332853133
1682950196.8750396,5.67440246593561,-0.1955950629986034
1682950196.9096165,2.4432207594611035,0.5788147910640886
1682950196.9520652,8.343379703351925,3.058160372872247
1682950197.0276983,4.578771034509794,5.258810554904121
1682950197.066052,6.208778270943785,1.4110399056616048
1682950197.1369305,3.67748128928606,1.0719402242325275
1682950197.1762652,3.722246632195371,1.2974825398191583
1682950197.214174,5.668421923537793,1.7381311188571604
1682950197.2713735,7.581775281755455,-0.06109186588630333
1682950197.3304062,4.749196750658099,1.2066247141776203
1682950197.3817306,2.2435704778768413,-0.025058073380714196
1682950197.4376905,5.094750790891457,-0.351756774832533
1682950197.494993,0.8512965475345564,1.303576744054162
1682950197.5483332,3.484621103878931,6.504826825830936
1682950197.5734365,7.279020094401483,1.0096341174266223
1682950197.60774,5.233849031488266,4.5613223124690325
1682950197.736957,6.22759535951792,4.109086128884956
1682950197.73748,7.776665991619012,4.033349900591502
1682950197.7812054,8.05184434357883,1.3058436161195035
1682950197.8320107,7.9202690994452425,3.5420687104782513
1682950197.8934302,6.6105844957768,5.455235061810756
1682950197.9283032,1.917315651319326,0.7002074467239172
1682950197.9937153,5.835106110857,0.04426356396248021
1682950198.1299922,4.343200491424283,-2.3680759620486596
1682950198.1928048,7.733343920203048,0.5736084032838653
1682950198.2244341,4.08660263986987,2.533914314992603
