Time,x,y
1681922063.144565,2.2658137565253815,3.435017807837181
1681922063.3494499,1.5308752837322812,2.8267778846106344
1681922063.4072487,2.1105603344967445,0.6098344442971961
1681922063.9507682,-0.5463093747056229,2.754677906294125
1681922063.9508634,-2.077317826728498,1.8415893445332001
1681922064.0144815,0.6593780483867195,6.537780220032353
1681922064.2040086,1.4298654546495149,6.665970050654088
1681922064.472569,3.113499908612045,0.9166400806062729
1681922064.6753576,1.114230640863859,4.158040053039798
1681922064.7402108,3.2685500310453874,4.904701055396889
1681922065.087813,-0.6159965041676081,2.9670291943369334
1681922065.087816,2.935193933859961,2.513254150288458
1681922065.3367412,0.90546804617109,4.996499895157806
1681922065.5070293,5.977042572552677,2.3308265174249168
1681922065.7098477,0.9563947446126344,1.7933389024349415
1681922065.9560385,3.6875637242946757,3.538590117962251
1681922066.1463118,0.9456809344971664,3.486541394076639
1681922066.3879251,3.9261793348283853,3.2784114018136545
1681922066.6103227,0.6649646845844475,2.6558184384690198
1681922066.7646606,0.7492521656712303,2.3825932381976314
1681922066.8941474,-0.055393192100901434,4.418567037308255
1681922067.0575414,3.236561127296668,4.35556048020593
1681922067.2403057,2.2455423861263704,4.162937190734569
1681922067.4831824,4.108066598230009,4.326008156579947
1681922067.707994,1.1839312148963441,3.4717424020466185
1681922067.844803,3.708725722491188,4.2281374824800375
1681922068.0319386,0.9565002632732289,1.5555528734327848
1681922068.0725322,1.539637370555784,3.898475171216849
1681922068.334028,2.8904155838722216,4.652895718518179
1681922068.6147935,2.7934137130661476,5.83704972506909
1681922068.740805,3.221588398753698,3.41262275040604
1681922069.1471815,4.972782824976837,1.2882849009985176
1681922069.4540534,1.8324982316273186,3.83388947003538
1681922069.4937365,5.805558327702027,1.591442404477076
1681922069.9542181,1.7907031914439855,2.8107289655490155
1681922069.9543383,3.910801872180424,5.324233902717143
1681922069.9543402,3.731288824585578,3.715129530904592
1681922069.9643965,0.9251376809859875,2.1680084431767543
1681922070.0537431,4.740611375303061,5.731860617373082
1681922070.1679282,2.417967213537005,3.7239901549364047
1681922070.1679704,4.641973221449791,4.823119834086417
1681922070.1994674,3.625352901155708,3.2105105972449057
1681922070.239799,5.370224309675063,0.2641355165155108
1681922070.2901385,3.6843543727141315,2.8978227887721473
1681922070.378362,5.64659393750658,2.6370615952273804
1681922070.5387714,3.1441253071422706,6.281282311076366
1681922070.538775,9.903996577182337,5.446198664370503
1681922070.5387783,4.424357943099474,2.1280220708190503
1681922070.6208909,4.843309621980316,4.247862841990399
1681922070.6208937,4.876870990180663,2.969808002955321
1681922070.6594043,5.396872234888868,-1.9580354863952367
1681922070.738862,6.934931414559514,1.4281911086611188
1681922070.7750764,1.7695322676779686,4.921680511758222
1681922070.8988054,1.3309237434500765,3.829176494831519
1681922070.9009912,1.6791222605489806,2.4005968288992534
1681922071.073969,0.42682645097147187,3.1777640340175077
1681922071.0739717,3.207910001540138,1.7627068374220625
1681922071.1223457,3.787910768593503,-0.42009886381223316
1681922071.186158,2.860770043647465,4.706267135145421
1681922071.2141116,5.29182690760913,2.8414359189283966
1681922071.341188,5.307698025145946,3.9175336811858594
1681922071.3413036,3.1050852104283764,1.9668896322535399
1681922071.4392934,2.6930164063304165,3.868191960513066
1681922071.4393258,4.909121219215404,2.856762174529165
1681922071.4950354,7.571567173388047,3.2472184208339496
1681922071.5183263,5.425110398648963,4.030429383859032
1681922071.6015117,3.507790397868403,-0.05781494338158932
1681922071.7036211,5.013250719893009,0.6537422033658757
1681922071.7036233,4.49940365796779,2.5879975656789993
1681922071.7671099,1.389196891265223,3.1627470153024806
1681922071.8325448,6.90357995035458,-0.3294136351326866
1681922071.8580058,2.466985172289274,-3.941288550865832
1681922071.945057,4.323265674312696,2.501522947839459
1681922071.9450626,5.1691429411051155,1.181961360358668
1681922072.0028706,6.4878641688895895,3.7481175521750076
1681922072.0263004,7.5958175906132634,3.3653247364943164
1681922072.080827,2.7999935569586385,2.3071034010892024
1681922072.1847177,6.465667630648344,1.0389357975349427
1681922072.1847205,5.629759967772528,2.9248063248138063
1681922072.2960618,6.564801268661654,0.9328268732517015
1681922072.2968822,9.27584044258866,5.183859065010829
1681922072.335657,9.37268841106306,0.7793430634225068
1681922072.3740885,6.297664170665104,1.4048031697765788
1681922072.425971,8.026739035481484,3.724751746436682
1681922072.488583,4.0639808194587435,0.899263224752847
1681922072.539019,2.350866883235438,-1.3917483593803377
1681922072.5747366,1.9551069973736044,0.5817637349016261
1681922072.635418,6.499336421297992,1.3787920773619669
1681922072.680512,6.901444733294707,2.225755046959356
1681922072.7222598,5.5427630644963966,3.8975380445481767
1681922072.7722762,7.391315065326341,1.8441006900259544
1681922072.8351884,3.999473848764193,6.018028823824876
1681922072.8948321,7.074373411393555,-0.538151659670788
1681922072.9125948,3.000288239308514,1.2191978972119522
1681922072.969454,9.371349122471083,-0.9818691148559691
1681922073.0142775,9.53620172145543,2.0640357637130893
1681922073.0631833,7.2642236457786735,3.029255178594866
1681922073.1166573,7.9151075041165715,1.2344342718910681
1681922073.1566687,1.895630876632974,1.5016922437428222
1681922073.2830129,9.227783643860391,2.046271743990882
1681922073.2880063,4.144821715876598,2.252533441514319
1681922073.3423173,5.605901908261813,3.791366451254734
1681922073.3907366,7.4019422069928265,0.33634539361556015
1681922073.4214728,4.288228980601831,-0.6987451506160036
1681922073.4653172,4.462328745824007,4.860834396890131
1681922073.5208538,7.577129593849394,0.15780017264979418
1681922073.5638049,10.084168009843367,-0.4465120603850872
1681922073.6224368,8.007717325351773,1.2130599145788774
1681922073.6734366,8.76282031283057,0.3440930342594678
1681922073.727918,6.993900496640426,-1.9874373081033543
1681922073.7565098,5.089685235102599,-1.2595729850311106
1681922073.8490212,6.782435826684424,-0.9350088227888228
1681922073.8750994,7.774646458512549,-3.838943509983498
1681922073.919569,5.0261669362504495,-1.033102263922531
1681922073.9868,7.381891498866945,1.3795269274981437
