Time,x,y,v_x,v_y
1681922060.970459,0.5431682754290704,4.674556751610337,0.30827689446581263,1.544079794750968
1681922060.9704633,0.5585821201523611,4.751760741347885,0.30827689446581263,1.544079794750968
1681922060.9887228,0.5739959648756517,4.828964731085434,0.30827689446581263,1.544079794750968
1681922061.0614257,0.5894098095989424,4.906168720822983,0.30827689446581263,1.544079794750968
1681922061.1049247,0.840031563643034,5.1766995434968015,0.4299641335631708,1.6440994267921867
1681922061.1568847,0.8549444025013689,4.973529391014966,0.37245009775504645,1.489716542165974
1681922061.1998594,0.8735669073891212,5.048015218123265,0.37245009775504645,1.489716542165974
1681922061.2699735,0.8921894122768735,5.122501045231563,0.37245009775504645,1.489716542165974
1681922061.2966638,0.6487251473780925,5.151097598998671,0.25607930282220476,1.4693409573092704
1681922061.3375676,0.6615291125192028,5.224564646864135,0.25607930282220476,1.4693409573092704
1681922061.4315681,0.674333077660313,5.298031694729598,0.25607930282220476,1.4693409573092704
1681922061.4621942,0.8747827873110258,5.476433152668318,0.34935620475086837,1.5215028472733907
1681922061.5281901,0.8922505975485692,5.552508295031988,0.34935620475086837,1.5215028472733907
1681922061.543443,0.8818609437177471,5.26917967977154,0.33465687650197834,1.3318591024502318
1681922061.6167316,0.9040831500733638,5.7627062340821675,0.33759463185198707,1.5603421837079532
1681922061.6608791,0.9209628816659632,5.840723343267565,0.33759463185198707,1.5603421837079532
1681922061.689454,0.9378426132585626,5.918740452452963,0.33759463185198707,1.5603421837079532
1681922061.7826293,0.9188940969566771,5.616753685296041,0.30439781926485265,1.2812807991348707
1681922061.803779,0.9341139879199197,5.680817725252785,0.30439781926485265,1.2812807991348707
1681922061.862409,0.9194165812288037,5.423881082273887,0.2901513791736017,1.128422173615697
1681922061.9319363,0.9339241501874838,5.480302190954672,0.2901513791736017,1.128422173615697
1681922061.9359467,0.9484317191461639,5.536723299635456,0.2901513791736017,1.128422173615697
1681922062.012195,0.962939288104844,5.593144408316241,0.2901513791736017,1.128422173615697
1681922062.039829,1.2179415517807415,5.509469566114853,0.4100063591526048,1.0586027648845981
1681922062.0888722,1.2384418697383717,5.562399704359083,0.4100063591526048,1.0586027648845981
1681922062.1595657,1.2589421876960019,5.615329842603313,0.4100063591526048,1.0586027648845981
1681922062.2037508,1.1184011979167616,5.468202069104906,0.3063215590618782,0.9553418775513651
1681922062.239026,1.0247601323119044,5.4170472462605295,0.25689477763231244,0.9104674269486038
1681922062.2875621,1.03760487119352,5.46257061760796,0.25689477763231244,0.9104674269486038
1681922062.3343408,1.0504496100751355,5.50809398895539,0.25689477763231244,0.9104674269486038
1681922062.3969927,1.063294348956751,5.5536173603028205,0.25689477763231244,0.9104674269486038
1681922062.5154011,1.0761390878383665,5.599140731650251,0.25689477763231244,0.9104674269486038
1681922062.5154965,0.8224137725614495,5.420868292122183,0.1339812309628643,0.8072767781290876
1681922062.6101558,0.8291128341095928,5.461232131028638,0.1339812309628643,0.8072767781290876
1681922062.6102128,0.8358118956577361,5.501595969935092,0.1339812309628643,0.8072767781290876
1681922062.6461031,0.5307676006800092,4.972834496350121,-0.008753494852024923,0.5466972221184514
1681922062.6991718,1.019041455855445,5.183901126969419,0.21426047793023847,0.6305396308546745
1681922062.7479048,1.0297544797519569,5.215428108512152,0.21426047793023847,0.6305396308546745
1681922062.7919087,1.005395702110708,5.164641325782633,0.19604282515370264,0.5908442373208022
1681922062.8353112,1.0151978433683932,5.194183537648674,0.19604282515370264,0.5908442373208022
1681922062.8866541,1.0249999846260784,5.223725749514714,0.19604282515370264,0.5908442373208022
1681922062.9393399,1.0348021258837636,5.253267961380755,0.19604282515370264,0.5908442373208022
1681922062.9844368,1.0897293303960391,5.167922573379462,0.2150831815843213,0.5423678321224163
1681922063.0521617,1.1004834894752553,5.195040964985583,0.2150831815843213,0.5423678321224163
1681922063.084877,1.1112376485544715,5.222159356591703,0.2150831815843213,0.5423678321224163
1681922063.1671555,1.1219918076336877,5.249277748197824,0.2150831815843213,0.5423678321224163
1681922063.1998658,1.0034891192538402,5.178251453787669,0.16420083269517358,0.5033407164956797
1681922063.2585225,1.0116991608885988,5.203418489612453,0.16420083269517358,0.5033407164956797
1681922063.3496628,1.028119244158116,5.25375256126202,0.16420083269517358,0.5033407164956797
1681922063.4079256,1.2807218940934462,5.346959724869271,0.2607054300880583,0.5302080803814638
1681922063.4684498,1.3157516331684183,5.251636910075292,0.26636639403543216,0.4979065663934282
1681922063.5079095,1.32906995287019,5.276532238394964,0.26636639403543216,0.4979065663934282
1681922063.5605476,1.3423882725719616,5.3014275667146356,0.26636639403543216,0.4979065663934282
1681922063.6968987,1.3581853345983381,5.25727428639806,0.26730789099099744,0.4716799376019904
1681922063.6969368,1.371550729147888,5.280858283278159,0.26730789099099744,0.4716799376019904
1681922063.9514434,1.2506825252142915,5.353073072009424,0.21591878622955546,0.49029742894030975
1681922063.9514458,1.2614784645257693,5.37758794345644,0.21591878622955546,0.49029742894030975
1681922063.9514477,1.2922485417282428,5.320750426744392,0.22492256149762316,0.45689021674003893
1681922063.9514494,1.303494669803124,5.343594937581394,0.22492256149762316,0.45689021674003893
1681922063.9514513,1.3147407978780052,5.366439448418396,0.22492256149762316,0.45689021674003893
1681922063.951453,1.5282147249510631,5.1209511829615515,0.2995332732706801,0.35789047718640365
1681922064.002832,1.5431913886145971,5.138845706820872,0.2995332732706801,0.35789047718640365
1681922064.052569,1.7597564766112368,4.987320872108876,0.3747096190615364,0.2947106178975748
1681922064.1117413,1.7784919575643137,5.002056403003755,0.3747096190615364,0.2947106178975748
1681922064.1490428,1.7972274385173905,5.016791933898634,0.3747096190615364,0.2947106178975748
1681922064.2273095,1.8296073968135098,5.003791611936691,0.3784032848257162,0.28786779263585216
1681922064.2918239,1.8608449961258033,4.899056306773765,0.38305861705388866,0.24284351209522728
1681922064.4483237,1.8799979269784979,4.911198482378527,0.38305861705388866,0.24284351209522728
1681922064.448369,1.8991508578311924,4.923340657983289,0.38305861705388866,0.24284351209522728
1681922064.4485786,1.787353150275762,4.8297710486895715,0.3351749086756306,0.20418870031456315
1681922064.4485824,1.755347435406404,4.801667372252515,0.322028993482852,0.2160854535992129
1681922064.6751945,1.7714488850805465,4.812471644932476,0.322028993482852,0.2160854535992129
1681922064.6752002,1.8178066763395015,4.8463193434494976,0.3327833054788827,0.23464087682980134
1681922064.739488,1.8510850068873899,4.869783431132477,0.3327833054788827,0.23464087682980134
1681922064.7398396,1.79671142648656,4.8192318618897625,0.30836898510950506,0.2132276492584542
1681922064.753553,1.7821786695489161,4.790093421335639,0.29772734007154095,0.19908679675353896
1681922064.7941282,1.7970650365524932,4.800047761173316,0.29772734007154095,0.19908679675353896
1681922065.0877438,1.8119514035560702,4.810002101010992,0.29772734007154095,0.19908679675353896
1681922065.0877466,1.7315856217966443,4.676185746277658,0.25832015305603706,0.1440845013463032
1681922065.0877497,1.8574111427779143,4.727156249730467,0.30896185760193556,0.1870886000385099
1681922065.087753,1.8155479009752993,4.69137471198828,0.28953787465681113,0.17179109785107946
1681922065.1468713,1.8300247947081398,4.6999642668808335,0.28953787465681113,0.17179109785107946
1681922065.1470578,1.8445016884409804,4.708553821773387,0.28953787465681113,0.17179109785107946
1681922065.2279584,1.858978582173821,4.717143376665941,0.28953787465681113,0.17179109785107946
1681922065.3367107,1.8734554759066615,4.725732931558495,0.28953787465681113,0.17179109785107946
1681922065.3367133,1.9632874033325103,4.714011400282885,0.31889081449956314,0.17019841029027719
1681922065.3868594,1.9792319440574884,4.722521320797399,0.31889081449956314,0.17019841029027719
1681922065.3956716,1.9951764847824665,4.731031241311912,0.31889081449956314,0.17019841029027719
1681922065.4414392,2.0111210255074448,4.739541161826426,0.31889081449956314,0.17019841029027719
1681922065.5271652,2.0911056051952883,4.650726776937676,0.34582065115695093,0.15071341385641984
1681922065.5738587,2.099778114202203,4.678921038297453,0.3404225844101208,0.16279146032994118
