,x,y,theta,v,w
Error_abs,0.6191442858929191,1.4475940115224555,1.3295510059013174,0.8676115442162665,0.02666580494970843
RMSE,32.51881529536569,65.89361204900607,62.21442857305907,1.8215581171964523,2.0914859328321196
Error_obs,0.7385559176290735,1.8763462219164846,1.4511168876255187,0.7827947202523601,0.0216451988719216
Error_corr,2.4020564049523507,2.5239150689850036,1.466210429889579,0.809768686952518,0.02798600842498452
