,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean
0,uav1,0.6439739920182616,0.6356826066591981,1.7759110003819158,1.7113247066780728,1.378134351661505
1,uav2,0.5740587157349112,0.5677117610434858,1.5641388287310307,1.506097153491758,1.2637652723661932
