,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean,error_v_x,error_v_y,RMSE_v_x,RMSE_v_y
0,uav1,-0.062121436639209666,0.05189106089809797,0.4693140370846068,0.46535641462120586,0.5930040934891282,-0.018786504132298924,-0.010996329208175106,0.23496339190723523,0.1784762411544005
