,x,y,v_x,v_y
Error_abs,0.504023403622385,1.2037928688278239,1.845970356546215,0.4849180037546214
RMSE,32.51881529536569,65.74743134727379,64.6423546593834,2.052216604930555
Error_obs,0.5836755579791763,1.6063153573849833,2.0126068823105756,0.366976645964817
Error_corr,1.1785608663075633,1.671539512551616,2.0126068823105756,0.366976645964817
