,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean
0,uav1,1.6604618200638985,1.6481517506153922,1.9702938908367946,1.945935576212353,2.350877034951298
1,uav2,1.8620985442194196,1.8598202434969324,2.3197956501276313,2.2998910244633253,2.6401897093243343
