,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean,error_v_x,error_v_y,RMSE_v_x,RMSE_v_y
0,uav1,0.03478971227712815,-0.08772948937565989,0.47280132187664936,0.3294743613468432,0.4924022027928505,-0.012764026869669006,-0.06423421602617861,0.20792398011634539,0.14568264830190225
1,uav2,0.03709368652675476,-0.16707771815696829,0.41804329569883,0.36814807602280675,0.48319419178134837,-0.007469063927155174,-0.06361734183198668,0.20792398011634539,0.14568264830190225
2,uav3,0.02708208040696797,-0.05431526539445427,0.36462954700247574,0.22529051780815648,0.359272850709586,-0.006479477512101561,-0.05842748703444152,0.20792398011634539,0.14568264830190225
