Time,x,y,v_x,v_y,timestamp.secs,timestamp.nsecs
1685444984.6695905,4.977632745690195,0.4724111017246429,-0.04251699915521786,0.44798694711211756,1685444984,663638591
1685444984.7177548,4.975399277550499,0.49538069093372317,-0.044584262184035085,0.44778593497954494,1685444984,717352867
1685444984.788843,4.97316663998922,0.5173138031198659,-0.046558242280787934,0.44758499759902975,1685444984,787863254
1685444984.8137596,4.970692246286589,0.5405724675807928,-0.04865152208227135,0.447362302165793,1685444984,810004949
1685444984.8835979,4.967614527061114,0.5681601099438308,-0.05113440989494478,0.44708530743550023,1685444984,876162052
1685444984.917046,4.965791205591591,0.5838815825740775,-0.05254934243166698,0.44692120850324324,1685444984,906960487
1685444984.9743001,4.963090768805884,0.6064074707602306,-0.05457667236842075,0.44667816919252956,1685444984,961376190
1685444985.0341632,4.9599166845050515,0.6318437170443437,-0.05686593453399094,0.4463925016054547,1685444985,15508174
1685444985.0659754,4.957423137903685,0.6511189075561976,-0.05860070168005779,0.4461680824113317,1685444985,57605266
1685444985.118046,4.9539120719907395,0.6773146853453106,-0.060958321681077954,0.4458520864791666,1685444985,116171360
1685444985.169508,4.951281493526627,0.6962841171969465,-0.06266557054772519,0.4456153344173965,1685444985,162421226
1685444985.2360609,4.947607223000397,0.721929890581004,-0.06497369015229036,0.44528465007003576,1685444985,216798067
1685444985.2753932,4.944363871241332,0.7438184649250352,-0.06694366184325318,0.4449927484117198,1685444985,265827655
1685444985.3478703,4.940261661391742,0.7705937431506342,-0.06935343688355708,0.4446235495252568,1685444985,326564073
1685444985.368276,4.937517960541616,0.7879824803439228,-0.07091842323095306,0.44437661644874543,1685444985,366447210
1685444985.4274874,4.933826776841078,0.8107732951485145,-0.0729695965633663,0.44404440991569705,1685444985,415760755
1685444985.469347,4.930174142535748,0.8326961776493863,-0.07494265598844477,0.44371567282821733,1685444985,464535474
1685444985.5281215,4.926395285472224,0.8547686770565746,-0.07692918093509171,0.44337557569250013,1685444985,515876293
1685444985.5907485,4.922218981785535,0.8784988875065075,-0.07906489987558568,0.44299970836069813,1685444985,570514440
1685444985.6304388,4.91779741218536,0.9029222628238671,-0.08126300365414804,0.4426017670966824,1685444985,624634981
1685444985.6662219,4.914463982033787,0.9208929195583009,-0.08288036276024707,0.44230175838304087,1685444985,664383888
1685444985.722236,4.910291225385024,0.9428892203789568,-0.08486002983410612,0.44192621028465223,1685444985,714301586
1685444985.765107,4.905999768034665,0.9649695725999953,-0.08684726153399958,0.4415399791231198,1685444985,763885259
1685444985.832681,4.900762891223941,0.9912230243504017,-0.08921007219153615,0.4410686602101547,1685444985,824205875
1685444985.8715284,4.897128557936566,1.009025216256823,-0.09081226946311406,0.44074157021429095,1685444985,863696813
1685444985.9146729,4.892619251067861,1.0306681639015334,-0.09276013475113801,0.4403357325961076,1685444985,912976264
1685444985.9749258,4.8878389617516955,1.053105067874096,-0.09477945610866866,0.43990550655765265,1685444985,969568729
1685444986.0157712,4.883134637739982,1.0747074530792178,-0.09672367077712961,0.4394821173965983,1685444986,14297962
1685444986.0746493,4.877253227348779,1.101090802938574,-0.09909817226447165,0.4389527904613902,1685444986,73464632
1685444986.1160867,4.8732101290015395,1.1188489793519045,-0.10069640814167141,0.4385889116101386,1685444986,113537549
1685444986.1805766,4.868131007350197,1.1407455874451402,-0.10266710287006262,0.4381317906615177,1685444986,174465179
1685444986.2318532,4.862980016436967,1.1625082192116825,-0.10462573972905143,0.437668201479327,1685444986,214878559
1685444986.2788734,4.857779938864834,1.1840498577181495,-0.10656448719463346,0.4372001944978351,1685444986,270104408
1685444986.3663297,4.852532627767801,1.2053742557599754,-0.1084836830183978,0.43672793649910213,1685444986,312337875
1685444986.366384,4.846906804633026,1.2278006463600175,-0.11050205817240158,0.4362216124169723,1685444986,363319635
1685444986.4484768,4.841396407054821,1.2493521640260878,-0.1124416947623479,0.4357256766349339,1685444986,416082143
1685444986.4611125,4.835855351428296,1.2706309535275426,-0.11435678581747884,0.4352269816285466,1685444986,460358858
1685444986.5087292,4.830527893579865,1.2907363283594653,-0.11616626955235188,0.43474751042218784,1685444986,507263660
1685444986.5705638,4.824247729267742,1.3140144012357824,-0.11826129611122042,0.4341822956340968,1685444986,560531616
1685444986.6142325,4.818364196226431,1.3354274493671368,-0.1201884704430423,0.4336527776603788,1685444986,610530138
1685444986.6607556,4.812309157929575,1.357085321012332,-0.12213767889110987,0.4331078242136618,1685444986,659515380
1685444986.7104018,4.8062579946144455,1.3783628293032009,-0.12405265463728807,0.43256321951530013,1685444986,708946228
1685444986.771059,4.79864523250283,1.4046365838101558,-0.126417292542914,0.43187807092525465,1685444986,770315408
1685444986.8159328,4.793274501630346,1.4228561248490126,-0.12805705123641115,0.4313947051467312,1685444986,813552856
1685444986.8715265,4.787091653732062,1.4435212152125927,-0.12991690936913333,0.4308382488358855,1685444986,860392332
1685444986.910125,4.780642075540869,1.4647393438998944,-0.1318265409509905,0.4302577867986782,1685444986,909288883
1685444986.9632812,4.77399975806454,1.4862457098339146,-0.13376211388505233,0.4296599782258086,1685444986,961751461
1685444987.0091715,4.7674160866365245,1.5072305254602854,-0.13565074729142568,0.4290674477972872,1685444987,8366107
1685444987.0641904,4.76060695734809,1.5286011244431832,-0.1375741011998865,0.42845462616132807,1685444987,58472633
1685444987.1132557,4.7535965926702435,1.5502643110624246,-0.1395237879956182,0.4278236933403219,1685444987,110696792
1685444987.1664243,4.7462848979243395,1.5725074460031476,-0.1415256701402833,0.42716564081319053,1685444987,163205623
