,x,y,theta,v,w
Error_abs,0.5644496600082153,0.8986244301922509,0.14675753637998268,0.664921640232592,0.007261016263462365
RMSE,32.163460060660675,5.222912017881126,5.186475942132797,2.4403677163411444,0.3944124538981715
