,UAV,error_x,error_y,RMSE_x,RMSE_y,euclidean,error_v_x,error_v_y,RMSE_v_x,RMSE_v_y
0,uav1,0.5188145740957166,-1.2127940352208815,2.629569130028743,1.9274317717301293,2.781445503787814,-0.01945234973233428,-0.01191850937578373,0.6087216219155231,0.2903583909016053
1,uav2,0.5588151469799464,-1.088705729203425,2.5093643360010534,1.7421221194542715,2.642506429778516,0.023744498537081576,-0.022355808953982502,0.6087216219155231,0.2903583909016053
2,uav3,0.6194462194622612,-1.2475364849789699,2.6400988027945416,1.9024399725354824,2.7531496377203326,0.03656469598141075,-0.029916531241532623,0.6087216219155231,0.2903583909016053
