,x,y,theta,v,w
Error_abs,0.6033356501900798,1.4534953018244376,1.2315201403930292,0.7881397859818556,0.03627267416324987
RMSE,32.51881529536569,65.83875241128604,62.09822072148947,1.7302251487493039,2.2142667361810617
Error_obs,0.6924078768666431,1.9056206844425756,1.3453222523038855,0.6944907383559927,0.03224369973865033
Error_corr,1.0038576514009898,1.0546070675271706,1.3453222523038855,0.6944907383559927,0.03224369973865033
