,x,y,theta,v,w
Error_abs,0.5589220375404484,0.6033796536929068,0.22515084798107832,1.9639224864749933,0.010715911891712586
RMSE,32.51881529536569,65.82070975280293,62.98043082857461,1.3668227185500446,1.1777046872451793
